,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Alvin Kamara(NO),9,60,6.7,20,1,2,5,6,66,13.2,0,0,1,24.6,24.6,100.0%
1,2,Le'Veon Bell(FA),18,76,4.2,16,0,0,5,6,106,21.2,1,0,1,24.2,24.2,5.4%
2,3,Rex Burkhead(HOU),12,78,6.5,31,1,2,3,4,25,8.3,0,0,1,22.3,22.3,31.5%
3,4,Alex Collins(SEA),15,75,5.0,11,0,2,2,2,23,11.5,0,0,1,21.8,21.8,18.8%
4,5,Kenyan Drake(LV),23,120,5.2,42,1,1,3,5,21,7.0,0,0,1,20.1,20.1,29.4%
5,6,Alfred Morris(NYG),27,127,4.7,15,0,1,0,1,0,0,0,0,1,18.7,18.7,0.0%
6,7,Jamaal Williams(DET),21,113,5.4,25,1,1,2,3,10,5.0,0,0,1,18.3,18.3,58.2%
7,8,Mark Ingram II(NO),14,85,6.1,72,1,1,6,7,37,6.2,0,0,1,18.2,18.2,39.1%
8,9,Marshawn Lynch(FA),17,101,5.9,51,1,1,2,3,20,10.0,0,0,1,18.1,18.1,0.3%
9,10,Derrick Henry(TEN),11,109,9.9,75,2,1,0,0,0,0,0,0,1,16.9,16.9,78.0%
10,11,Todd Gurley II(FA),19,74,3.9,14,0,0,6,7,84,14.0,0,0,1,15.8,15.8,0.4%
11,12,Matt Forte(FA),15,58,3.9,14,0,0,3,3,33,11.0,1,0,1,15.1,15.1,19.1%
12,13,Peyton Barber(LV),23,102,4.4,19,0,0,4,4,41,10.3,0,0,1,14.3,14.3,1.2%
13,14,Leonard Fournette(TB),20,57,2.9,24,1,1,3,4,22,7.3,0,0,1,13.9,13.9,74.8%
14,15,Theo Riddick(FA),9,21,2.3,5,0,1,5,5,41,8.2,0,0,1,12.2,12.2,0.0%
15,16,Jerick McKinnon(KC),9,24,2.7,7,0,0,5,5,28,5.6,1,0,1,11.2,11.2,0.8%
16,17,Tion Green(FA),11,51,4.6,33,1,1,0,0,0,0,0,0,1,11.1,11.1,0.0%
17,18,C.J. Anderson(FA),15,67,4.5,14,0,0,4,7,43,10.8,0,0,1,11.0,11.0,1.0%
18,19,Bilal Powell(FA),18,48,2.7,13,0,1,2,3,2,1.0,0,0,1,11.0,11.0,0.0%
19,20,Christian McCaffrey(CAR),6,16,2.7,5,0,0,5,6,33,6.6,1,0,1,10.9,10.9,47.2%
20,21,Melvin Gordon III(DEN),19,77,4.1,29,1,0,4,4,29,7.3,0,0,1,10.6,10.6,87.8%
21,22,Jonathan Stewart(FA),11,45,4.1,10,0,1,0,1,0,0,0,0,1,10.5,10.5,0.0%
22,23,LeSean McCoy(FA),15,93,6.2,18,0,0,2,5,9,4.5,0,0,1,10.2,10.2,2.0%
23,24,Mike Davis(ATL),16,64,4.0,22,1,0,4,4,37,9.3,0,0,1,10.1,10.1,49.7%
24,25,Kerwynn Williams(FA),16,97,6.1,25,1,0,0,0,0,0,0,0,1,9.7,9.7,0.0%
25,26,Latavius Murray(BAL),16,76,4.8,30,1,0,3,3,21,7.0,0,0,1,9.7,9.7,22.2%
26,27,Giovani Bernard(TB),13,77,5.9,13,0,0,2,3,19,9.5,0,0,1,9.6,9.6,5.4%
27,28,Lamar Miller(FA),15,56,3.7,12,0,0,4,4,38,9.5,0,0,1,9.4,9.4,0.0%
28,29,Dion Lewis(FA),15,92,6.1,44,1,0,0,0,0,0,0,0,1,9.2,9.2,2.0%
29,30,Orleans Darkwa(FA),14,32,2.3,9,0,1,1,1,-1,-1.0,0,0,1,9.1,9.1,0.0%
30,31,Rod Smith(FA),10,27,2.7,10,0,1,0,1,0,0,0,0,1,8.7,8.7,0.0%
31,32,Devonta Freeman(BAL),12,74,6.2,13,0,0,1,2,7,7.0,0,0,1,8.1,8.1,74.2%
32,33,Aaron Jones(GB),1,20,20.0,20,1,1,0,0,0,0,0,0,1,8.0,8.0,98.9%
33,34,DeMarco Murray(FA),11,66,6.0,22,1,0,2,2,13,6.5,0,0,1,7.9,7.9,0.1%
34,35,DeAndre Washington(FA),6,16,2.7,9,0,1,0,0,0,0,0,0,1,7.6,7.6,11.0%
35,36,J.D. McKissic(WAS),1,-1,-1.0,0,0,0,1,3,15,15.0,1,0,1,7.4,7.4,32.9%
36,37,Samaje Perine(CIN),12,38,3.2,15,0,0,3,3,31,10.3,0,0,1,6.9,6.9,15.2%
37,38,Carlos Hyde(JAC),17,54,3.2,18,0,0,3,5,12,4.0,0,0,1,6.6,6.6,6.9%
38,39,Elijhaa Penny(NYG),2,4,2.0,3,0,1,0,0,0,0,0,0,1,6.4,6.4,0.1%
39,40,Kareem Hunt(CLE),9,40,4.4,14,0,0,3,5,23,7.7,0,0,1,6.3,6.3,82.1%
40,41,Frank Gore(FA),13,61,4.7,16,0,0,0,0,0,0,0,0,1,6.1,6.1,12.2%
41,42,Marlon Mack(IND),6,46,7.7,25,1,0,1,2,8,8.0,0,0,1,5.4,5.4,1.6%
42,43,Andre Ellington(FA),2,-4,-2.0,0,0,0,5,6,56,11.2,0,0,1,5.2,5.2,0.1%
43,44,Jamaal Charles(FA),3,12,4.0,8,0,0,5,5,39,7.8,0,0,1,5.1,5.1,0.1%
44,45,Charles Sims(FA),3,16,5.3,8,0,0,2,2,35,17.5,0,0,1,5.1,5.1,0.0%
45,46,James White(NE),5,18,3.6,6,0,0,4,6,32,8.0,0,0,1,5.0,5.0,7.9%
46,47,Tevin Coleman(NYJ),8,22,2.8,6,0,0,3,6,27,9.0,0,0,1,4.9,4.9,18.5%
47,48,Matt Breida(BUF),12,45,3.8,8,0,0,1,1,4,4.0,0,0,1,4.9,4.9,8.2%
48,49,Jay Ajayi(FA),9,35,3.9,11,0,0,3,4,11,3.7,0,0,1,4.6,4.6,7.0%
49,50,Tarik Cohen(CHI),2,5,2.5,4,0,0,4,4,39,9.8,0,0,1,4.4,4.4,3.0%
50,51,Isaiah Crowell(FA),10,41,4.1,16,0,0,1,1,3,3.0,0,0,1,4.4,4.4,0.1%
51,52,Joe Mixon(CIN),7,34,4.9,10,0,0,1,1,8,8.0,0,0,1,4.2,4.2,98.1%
52,53,Travaris Cadet(FA),4,22,5.5,12,0,0,3,5,19,6.3,0,0,1,4.1,4.1,0.0%
53,54,Austin Ekeler(LAC),4,19,4.8,9,0,0,2,3,21,10.5,0,0,1,4.0,4.0,99.9%
54,55,Elijah McGuire(FA),5,20,4.0,19,0,0,0,0,0,0,0,0,1,4.0,4.0,0.0%
55,56,Corey Clement(DAL),3,7,2.3,8,0,0,3,3,30,10.0,0,0,1,3.7,3.7,0.8%
56,57,Byron Marshall(FA),4,12,3.0,6,0,0,5,6,24,4.8,0,0,1,3.6,3.6,0.1%
57,58,Jordan Howard(PHI),13,38,2.9,14,0,0,1,2,-5,-5.0,0,0,1,3.3,3.3,18.7%
58,59,Javorius Allen(FA),7,22,3.1,10,0,0,1,1,4,4.0,0,0,1,2.6,2.6,0.1%
59,60,LeGarrette Blount(FA),8,26,3.3,11,0,0,0,0,0,0,0,0,1,2.6,2.6,0.1%
60,61,Jacquizz Rodgers(FA),3,25,8.3,19,0,0,0,0,0,0,0,0,1,2.5,2.5,0.0%
61,62,D.J. Foster(FA),2,5,2.5,4,0,0,2,5,20,10.0,0,0,1,2.5,2.5,0.0%
62,63,T.J. Yeldon(FA),0,0,0,0,0,0,2,2,25,12.5,0,0,1,2.5,2.5,0.0%
63,64,Jamize Olawale(DAL),1,9,9.0,9,0,0,2,2,14,7.0,0,0,1,2.3,2.3,0.0%
64,65,Danny Woodhead(FA),3,9,3.0,5,0,0,2,2,14,7.0,0,0,1,2.3,2.3,20.6%
65,66,Kyle Juszczyk(SF),1,3,3.0,3,0,0,3,3,20,6.7,0,0,1,2.3,2.3,1.0%
66,67,Akeem Hunt(FA),1,2,2.0,2,0,0,1,1,20,20.0,0,0,1,2.2,2.2,0.0%
67,68,Senorise Perry(FA),5,22,4.4,12,0,0,0,0,0,0,0,0,1,2.2,2.2,0.0%
68,69,Wayne Gallman Jr.(MIN),3,11,3.7,7,0,0,1,1,8,8.0,0,0,1,1.9,1.9,1.0%
69,70,Josh Ferguson(FA),0,0,0,0,0,0,3,3,16,5.3,0,0,1,1.6,1.6,0.0%
70,71,Chris Ivory(FA),4,12,3.0,4,0,0,1,1,3,3.0,0,0,1,1.5,1.5,0.0%
71,72,C.J. Ham(MIN),1,1,1.0,1,0,0,1,1,12,12.0,0,0,1,1.3,1.3,0.1%
72,73,James Conner(ARI),3,12,4.0,10,0,0,0,0,0,0,0,0,1,1.2,1.2,94.6%
73,74,Paul Perkins(FA),3,12,4.0,5,0,0,0,0,0,0,0,0,1,1.2,1.2,0.0%
74,75,Duke Johnson Jr.(MIA),7,2,0.3,4,0,0,2,4,10,5.0,0,0,1,1.2,1.2,7.4%
75,76,Shane Vereen(FA),1,-3,-3.0,0,0,0,3,3,13,4.3,0,0,1,1.0,1.0,0.0%
76,77,Jalen Richard(LV),1,4,4.0,4,0,0,1,3,5,5.0,0,0,1,0.9,0.9,0.7%
77,78,Alfred Blue(FA),4,2,0.5,3,0,0,1,1,7,7.0,0,0,1,0.9,0.9,0.0%
78,79,Devontae Booker(NYG),2,8,4.0,5,0,0,1,1,0,0.0,0,0,1,0.8,0.8,23.3%
79,80,Zach Zenner(FA),1,4,4.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%
80,81,Thomas Rawls(FA),1,4,4.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.1%
81,82,Eddie Lacy(FA),1,3,3.0,3,0,0,0,0,0,0,0,0,1,0.3,0.3,0.3%
82,83,Patrick Taylor Jr.(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
83,84,Larry Rountree III(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
84,85,DeeJay Dallas(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3%
85,86,Jonathan Ward(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
86,87,Nathan Cottrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,88,Gabe Nabers(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
88,89,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
89,90,Reggie Gilliam(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
90,91,Sewo Olonilua(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
91,92,Jason Huntley(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
92,93,Rico Dowdle(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
93,94,Pete Guerriero(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
94,95,Ty'Son Williams(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2%
95,96,Antonio Williams(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
96,97,James Robinson(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3%
