,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Mark Ingram II(NO),21,131,6.2,25,1,3,0,0,0,0,0,0,1,31.1,31.1,39.1%
1,2,DeMarco Murray(FA),14,42,3.0,9,0,2,4,4,30,7.5,1,0,1,25.2,25.2,0.1%
2,3,Austin Ekeler(LAC),10,42,4.2,11,0,0,5,5,77,15.4,2,1,1,21.9,21.9,99.9%
3,4,Alvin Kamara(NO),12,106,8.8,19,0,1,5,5,32,6.4,0,0,1,19.8,19.8,100.0%
4,5,Christian McCaffrey(CAR),5,23,4.6,16,0,1,3,7,27,9.0,1,0,1,17.0,17.0,47.2%
5,6,Isaiah Crowell(FA),16,90,5.6,21,1,1,1,2,5,5.0,0,0,1,15.5,15.5,0.1%
6,7,Kenyan Drake(LV),7,82,11.7,66,1,1,2,2,10,5.0,0,0,1,15.2,15.2,29.4%
7,8,Tevin Coleman(NYJ),20,83,4.2,19,0,1,1,1,5,5.0,0,0,1,14.8,14.8,18.5%
8,9,Todd Gurley II(FA),11,68,6.2,34,1,0,6,7,68,11.3,0,0,1,13.6,13.6,0.4%
9,10,Ty Montgomery(NO),6,54,9.0,37,1,1,2,2,14,7.0,0,0,1,12.8,12.8,0.6%
10,11,Cameron Artis-Payne(FA),7,68,9.7,43,1,1,0,0,0,0,0,0,1,12.8,12.8,0.0%
11,12,Latavius Murray(BAL),17,68,4.0,14,0,1,0,0,0,0,0,0,1,12.8,12.8,22.2%
12,13,Rex Burkhead(HOU),10,36,3.6,8,0,0,3,3,27,9.0,1,0,1,12.3,12.3,31.5%
13,14,Matt Breida(BUF),9,55,6.1,33,1,1,1,2,3,3.0,0,0,1,11.8,11.8,8.2%
14,15,Corey Grant(FA),1,56,56.0,56,1,1,0,0,0,0,0,0,1,11.6,11.6,0.0%
15,16,Dion Lewis(FA),14,55,3.9,9,0,1,0,0,0,0,0,0,1,11.5,11.5,2.0%
16,17,Ameer Abdullah(CAR),11,52,4.7,20,1,1,1,2,3,3.0,0,0,1,11.5,11.5,10.4%
17,18,Le'Veon Bell(FA),26,80,3.1,15,0,0,5,6,32,6.4,0,0,1,11.2,11.2,5.4%
18,19,Jonathan Stewart(FA),17,110,6.5,18,0,0,0,0,0,0,0,0,1,11.0,11.0,0.0%
19,20,Trey Edmunds(PIT),9,48,5.3,41,1,1,0,0,0,0,0,0,1,10.8,10.8,0.0%
20,21,Orleans Darkwa(FA),14,70,5.0,20,1,0,2,2,18,9.0,0,0,1,10.8,10.8,0.0%
21,22,Theo Riddick(FA),4,35,8.8,21,1,0,3,3,12,4.0,1,0,1,10.7,10.7,0.0%
22,23,Carlos Hyde(JAC),17,98,5.8,28,2,0,2,3,6,3.0,0,0,1,10.4,10.4,6.9%
23,24,Joe Mixon(CIN),9,37,4.1,13,0,1,1,3,3,3.0,0,0,1,10.0,10.0,98.1%
24,25,Charles Sims(FA),3,20,6.7,21,1,0,3,4,10,3.3,1,0,1,9.0,9.0,0.0%
25,26,Andre Ellington(FA),2,4,2.0,3,0,1,3,6,26,8.7,0,0,1,9.0,9.0,0.1%
26,27,Duke Johnson Jr.(MIA),10,54,5.4,19,0,0,6,6,34,5.7,0,0,1,8.8,8.8,7.4%
27,28,James White(NE),2,7,3.5,4,0,0,3,3,11,3.7,1,0,1,7.8,7.8,7.9%
28,29,Jamaal Williams(DET),20,67,3.4,7,0,0,1,1,7,7.0,0,0,1,7.4,7.4,58.2%
29,30,Lamar Miller(FA),11,60,5.5,21,1,0,1,1,14,14.0,0,0,1,7.4,7.4,0.0%
30,31,Chris Thompson(FA),9,26,2.9,14,0,0,3,7,41,13.7,0,0,1,6.7,6.7,0.0%
31,32,Frank Gore(FA),17,54,3.2,9,0,0,1,1,7,7.0,0,0,1,6.1,6.1,12.2%
32,33,Samaje Perine(CIN),9,35,3.9,9,0,0,1,1,25,25.0,0,0,1,6.0,6.0,15.2%
33,34,LeSean McCoy(FA),8,49,6.1,36,1,0,3,5,11,3.7,0,0,1,6.0,6.0,2.0%
34,35,Elijah McGuire(FA),8,22,2.8,6,0,0,4,7,36,9.0,0,0,1,5.8,5.8,0.0%
35,36,C.J. Anderson(FA),10,54,5.4,21,1,0,1,1,1,1.0,0,0,1,5.5,5.5,1.0%
36,37,Jordan Howard(PHI),15,54,3.6,25,1,0,0,0,0,0,0,0,1,5.4,5.4,18.7%
37,38,Alfred Morris(NYG),11,53,4.8,20,1,0,0,0,0,0,0,0,1,5.3,5.3,0.0%
38,39,Derrick Henry(TEN),11,52,4.7,23,1,0,0,3,0,0,0,0,1,5.2,5.2,78.0%
39,40,Doug Martin(FA),20,51,2.6,8,0,0,0,2,0,0,0,0,1,5.1,5.1,0.0%
40,41,T.J. Yeldon(FA),3,11,3.7,8,0,0,6,8,39,6.5,0,0,1,5.0,5.0,0.0%
41,42,Giovani Bernard(TB),2,10,5.0,8,0,0,5,5,38,7.6,0,0,1,4.8,4.8,5.4%
42,43,Jerick McKinnon(KC),10,32,3.2,10,0,0,2,2,15,7.5,0,0,1,4.7,4.7,0.8%
43,44,Leonard Fournette(TB),17,33,1.9,8,0,0,2,4,13,6.5,0,0,1,4.6,4.6,74.8%
