,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Todd Gurley II(FA),21,152,7.2,57,1,3,3,3,28,9.3,1,0,1,42.0,42.0,0.4%
1,2,Kareem Hunt(CLE),24,155,6.5,23,2,1,7,9,51,7.3,1,0,1,32.6,32.6,82.1%
2,3,Mark Ingram II(NO),12,74,6.2,50,1,2,5,6,77,15.4,0,0,1,27.1,27.1,39.1%
3,4,Devonta Freeman(BAL),22,126,5.7,32,2,1,5,7,68,13.6,0,0,1,25.4,25.4,74.2%
4,5,Melvin Gordon III(DEN),19,78,4.1,15,0,1,6,8,91,15.2,0,0,1,22.9,22.9,87.8%
5,6,Le'Veon Bell(FA),24,117,4.9,18,0,1,5,6,48,9.6,0,0,1,22.5,22.5,5.4%
6,7,LeSean McCoy(FA),20,50,2.5,14,0,1,4,5,46,11.5,1,0,1,21.6,21.6,2.0%
7,8,Christian McCaffrey(CAR),12,63,5.3,15,0,0,6,7,73,12.2,1,0,1,19.6,19.6,47.2%
8,9,Kenyan Drake(LV),16,78,4.9,31,1,1,6,11,35,5.8,0,0,1,17.3,17.3,29.4%
9,10,Latavius Murray(BAL),20,76,3.8,14,0,1,1,1,28,28.0,0,0,1,16.4,16.4,22.2%
10,11,C.J. Anderson(FA),30,158,5.3,16,0,0,0,1,0,0,0,0,1,15.8,15.8,1.0%
11,12,Alvin Kamara(NO),12,44,3.7,12,0,0,6,7,45,7.5,1,0,1,14.9,14.9,100.0%
12,13,Dion Lewis(FA),13,67,5.2,12,0,1,1,2,13,13.0,0,0,1,14.0,14.0,2.0%
13,14,Jerick McKinnon(KC),9,24,2.7,9,0,0,7,8,114,16.3,0,0,1,13.8,13.8,0.8%
14,15,Elijah McGuire(FA),4,24,6.0,10,0,0,3,3,48,16.0,1,0,1,13.2,13.2,0.0%
15,16,Corey Grant(FA),10,69,6.9,20,1,1,0,0,0,0,0,0,1,12.9,12.9,0.0%
16,17,Tommy Bohanon(FA),2,2,1.0,1,0,2,0,0,0,0,0,0,1,12.2,12.2,0.0%
17,18,Kapri Bibbs(FA),2,6,3.0,6,0,0,4,4,47,11.8,1,0,1,11.3,11.3,0.1%
18,19,Bilal Powell(FA),13,44,3.4,11,0,1,0,1,0,0,0,0,1,10.4,10.4,0.0%
19,20,Giovani Bernard(TB),14,30,2.1,4,0,1,3,5,13,4.3,0,0,1,10.3,10.3,5.4%
20,21,Duke Johnson Jr.(MIA),7,23,3.3,12,0,1,5,7,40,8.0,0,1,1,10.3,10.3,7.4%
21,22,Rod Smith(FA),7,13,1.9,6,0,1,3,3,21,7.0,0,0,1,9.4,9.4,0.0%
22,23,Benny Cunningham Jr.(FA),0,0,0,0,0,0,4,5,33,8.3,1,0,1,9.3,9.3,0.0%
23,24,Marshawn Lynch(FA),16,76,4.8,19,0,0,3,4,16,5.3,0,0,1,9.2,9.2,0.3%
24,25,Jay Ajayi(FA),12,49,4.1,22,1,0,2,2,40,20.0,0,0,1,8.9,8.9,7.0%
25,26,Wayne Gallman Jr.(MIN),8,39,4.9,11,0,0,6,7,40,6.7,0,0,1,7.9,7.9,1.0%
26,27,Rex Burkhead(HOU),4,12,3.0,6,0,1,1,1,5,5.0,0,0,1,7.7,7.7,31.5%
27,28,Orleans Darkwa(FA),9,7,0.8,5,0,1,1,3,9,9.0,0,0,1,7.6,7.6,0.0%
28,29,Javorius Allen(FA),13,70,5.4,16,0,0,1,3,4,4.0,0,0,1,7.4,7.4,0.1%
29,30,Frank Gore(FA),10,31,3.1,9,0,0,3,4,37,12.3,0,0,1,6.8,6.8,12.2%
30,31,Samaje Perine(CIN),14,37,2.6,6,0,0,2,2,29,14.5,0,0,1,6.6,6.6,15.2%
31,32,Isaiah Crowell(FA),5,72,14.4,59,1,0,4,5,-7,-1.8,0,0,1,6.5,6.5,0.1%
32,33,DeMarco Murray(FA),18,59,3.3,11,0,0,1,1,4,4.0,0,0,1,6.3,6.3,0.1%
33,34,Jordan Howard(PHI),10,37,3.7,16,0,0,4,4,26,6.5,0,0,1,6.3,6.3,18.7%
34,35,Alfred Morris(NYG),16,61,3.8,16,0,0,2,2,0,0.0,0,0,1,6.1,6.1,0.0%
35,36,Kerwynn Williams(FA),17,61,3.6,12,0,0,0,1,0,0,0,0,1,6.1,6.1,0.0%
36,37,J.D. McKissic(WAS),6,20,3.3,5,0,0,3,4,38,12.7,0,0,1,5.8,5.8,32.9%
37,38,Alfred Blue(FA),12,55,4.6,7,0,0,0,1,0,0,0,0,1,5.5,5.5,0.0%
38,39,Aaron Jones(GB),3,47,15.7,23,2,0,1,2,6,6.0,0,0,1,5.3,5.3,98.9%
39,40,Alex Collins(SEA),12,19,1.6,6,0,0,5,8,33,6.6,0,0,1,5.2,5.2,18.8%
40,41,T.J. Yeldon(FA),7,27,3.9,9,0,0,4,5,25,6.3,0,0,1,5.2,5.2,0.0%
41,42,Devontae Booker(NYG),11,39,3.5,12,0,0,1,1,10,10.0,0,0,1,4.9,4.9,23.3%
42,43,Peyton Barber(LV),13,53,4.1,9,0,0,3,3,15,5.0,0,1,1,4.8,4.8,1.2%
43,44,Terron Ward(FA),8,40,5.0,13,0,0,1,1,6,6.0,0,0,1,4.6,4.6,0.0%
44,45,Malcolm Brown(MIA),10,45,4.5,14,0,0,0,1,0,0,0,0,1,4.5,4.5,3.6%
45,46,Elijhaa Penny(NYG),10,45,4.5,14,0,0,0,1,0,0,0,0,1,4.5,4.5,0.1%
46,47,Chris Ivory(FA),17,42,2.5,8,0,0,0,0,0,0,0,0,1,4.2,4.2,0.0%
47,48,Theo Riddick(FA),8,49,6.1,12,0,0,3,3,12,4.0,0,1,1,4.1,4.1,0.0%
48,49,Carlos Hyde(JAC),16,25,1.6,8,0,0,2,2,14,7.0,0,0,1,3.9,3.9,6.9%
49,50,Mike Davis(ATL),6,19,3.2,11,0,0,2,2,20,10.0,0,0,1,3.9,3.9,49.7%
50,51,Travaris Cadet(FA),4,24,6.0,12,0,0,1,1,14,14.0,0,0,1,3.8,3.8,0.0%
51,52,Jonathan Stewart(FA),11,27,2.5,9,0,0,1,1,9,9.0,0,0,1,3.6,3.6,0.0%
52,53,Tion Green(FA),10,35,3.5,7,0,0,0,0,0,0,0,0,1,3.5,3.5,0.0%
53,54,Matt Forte(FA),7,24,3.4,11,0,0,2,5,10,5.0,0,0,1,3.4,3.4,19.1%
54,55,Lamar Miller(FA),9,32,3.6,11,0,0,2,4,1,0.5,0,0,1,3.3,3.3,0.0%
55,56,Danny Woodhead(FA),1,1,1.0,1,0,0,6,7,31,5.2,0,0,1,3.2,3.2,20.6%
56,57,Jamaal Williams(DET),10,30,3.0,9,0,0,0,0,0,0,0,0,1,3.0,3.0,58.2%
57,58,Shane Vereen(FA),5,15,3.0,17,0,0,5,5,15,3.0,0,0,1,3.0,3.0,0.0%
58,59,Derrick Henry(TEN),7,19,2.7,10,0,0,2,2,9,4.5,0,0,1,2.8,2.8,78.0%
59,60,D.J. Foster(FA),0,0,0,0,0,0,4,9,22,5.5,0,0,1,2.2,2.2,0.0%
60,61,Jalen Richard(LV),0,0,0,0,0,0,2,2,21,10.5,0,0,1,2.1,2.1,0.7%
61,62,Ameer Abdullah(CAR),1,8,8.0,8,0,0,3,4,13,4.3,0,0,1,2.1,2.1,10.4%
62,63,LeGarrette Blount(FA),7,21,3.0,7,0,0,0,0,0,0,0,0,1,2.1,2.1,0.1%
63,64,Kenjon Barner(TB),2,21,10.5,18,0,0,0,0,0,0,0,0,1,2.1,2.1,0.0%
64,65,DeAndre Washington(FA),2,3,1.5,2,0,0,2,3,16,8.0,0,0,1,1.9,1.9,11.0%
65,66,Corey Clement(DAL),4,17,4.3,10,0,0,1,1,1,1.0,0,0,1,1.8,1.8,0.8%
66,67,Tarik Cohen(CHI),2,1,0.5,4,0,0,4,6,16,4.0,0,0,1,1.7,1.7,3.0%
67,68,Kyle Juszczyk(SF),0,0,0,0,0,0,2,4,16,8.0,0,0,1,1.6,1.6,1.0%
68,69,Matt Breida(BUF),5,16,3.2,6,0,0,0,0,0,0,0,0,1,1.6,1.6,8.2%
69,70,Marlon Mack(IND),6,14,2.3,6,0,0,0,1,0,0,0,0,1,1.4,1.4,1.6%
70,71,James Conner(ARI),3,13,4.3,10,0,0,0,0,0,0,0,0,1,1.3,1.3,94.6%
71,72,Zach Line(FA),2,8,4.0,5,0,0,1,2,5,5.0,0,0,1,1.3,1.3,0.0%
72,73,Brian Hill(SF),5,12,2.4,8,0,0,0,0,0,0,0,0,1,1.2,1.2,0.1%
73,74,Keith Smith(ATL),0,0,0,0,0,0,1,1,12,12.0,0,0,1,1.2,1.2,0.0%
74,75,James White(NE),0,0,0,0,0,0,2,3,8,4.0,0,0,1,0.8,0.8,7.9%
75,76,Charles Sims(FA),0,0,0,0,0,0,4,4,6,1.5,0,0,1,0.6,0.6,0.0%
76,77,C.J. Ham(MIN),0,0,0,0,0,0,1,1,6,6.0,0,0,1,0.6,0.6,0.1%
77,78,Patrick DiMarco(FA),0,0,0,0,0,0,1,2,6,6.0,0,0,1,0.6,0.6,0.0%
78,79,Charcandrick West(FA),5,6,1.2,3,0,0,0,1,0,0,0,0,1,0.6,0.6,0.0%
79,80,Fitzgerald Toussaint(FA),1,3,3.0,3,0,0,0,0,0,0,0,0,1,0.3,0.3,0.0%
