Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Tyler Higbee(LAR),7,8,107,15.3,26,4,1,0,0,0,0,1,16.7,16.7,77.4%
2,Mike Gesicki(MIA),5,7,79,15.8,21,2,1,0,0,0,0,1,13.9,13.9,87.6%
3,Jack Doyle(FA),6,11,73,12.2,21,1,1,0,0,0,0,1,13.3,13.3,2.2%
4,Jason Witten(FA),6,8,42,7.0,9,0,1,0,0,0,0,1,12.2,12.2,0.1%
5,Kyle Rudolph(FA),4,6,50,12.5,19,0,1,0,0,0,0,1,11.0,11.0,0.3%
6,Mark Andrews(BAL),3,6,50,16.7,20,1,1,0,0,0,0,1,11.0,11.0,99.9%
7,Jaeden Graham(ATL),4,4,41,10.3,23,1,1,0,0,0,0,1,10.1,10.1,0.0%
8,Darren Waller(LV),7,9,100,14.3,24,1,0,0,0,0,0,1,10.0,10.0,92.6%
9,Travis Kelce(KC),5,9,90,18.0,47,1,0,0,0,0,0,1,9.0,9.0,100.0%
10,Jared Cook(LAC),3,6,85,28.3,40,2,0,0,0,0,0,1,8.5,8.5,50.2%
11,Darren Fells(FA),2,3,23,11.5,13,0,1,0,0,0,0,1,8.3,8.3,0.0%
12,Jesper Horsted(CHI),1,1,18,18.0,18,0,1,0,0,0,0,1,7.8,7.8,0.0%
13,Kaden Smith(NYG),6,8,70,11.7,32,1,0,0,0,0,0,1,7.0,7.0,0.0%
14,Derek Carrier(LV),2,2,10,5.0,6,0,1,0,0,0,0,1,7.0,7.0,0.0%
15,Dallas Goedert(PHI),6,7,66,11.0,24,1,0,0,0,0,0,1,6.6,6.6,89.8%
16,O.J. Howard(TB),5,6,61,12.2,25,2,0,0,0,0,0,1,6.1,6.1,1.2%
17,Marcedes Lewis(GB),1,2,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,0.2%
18,C.J. Uzomah(CIN),5,6,51,10.2,16,0,0,0,0,0,0,1,5.1,5.1,20.8%
19,Jacob Hollister(JAC),6,8,44,7.3,16,0,0,0,0,0,0,1,4.4,4.4,0.0%
20,Jeremy Sprinkle(DAL),2,4,36,18.0,23,1,0,0,0,0,0,1,3.6,3.6,0.0%
21,Ryan Griffin(NYJ),5,7,30,6.0,9,0,0,0,0,0,0,1,3.0,3.0,0.6%
22,Charles Clay(FA),2,2,29,14.5,23,1,0,0,0,0,0,1,2.9,2.9,0.0%
23,Stephen Carlson(CLE),2,2,28,14.0,21,1,0,0,0,0,0,1,2.8,2.8,0.0%
24,Matt LaCosse(FA),1,2,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4,0.0%
25,Ian Thomas(CAR),4,4,24,6.0,13,0,0,0,0,0,0,1,2.4,2.4,0.1%
26,Zach Ertz(ARI),3,6,24,8.0,12,0,0,0,0,0,0,1,2.4,2.4,85.8%
27,Demetrius Harris(ARI),1,4,23,23.0,23,1,0,0,0,0,0,1,2.3,2.3,0.1%
28,Benjamin Watson(FA),1,1,23,23.0,23,1,0,0,0,0,0,1,2.3,2.3,2.8%
29,Greg Olsen(FA),3,3,22,7.3,8,0,0,0,0,0,0,1,2.2,2.2,7.0%
30,Anthony Firkser(TEN),3,4,22,7.3,13,0,0,0,0,0,0,1,2.2,2.2,3.7%
31,Vance McDonald(FA),3,3,21,7.0,12,0,0,0,0,0,0,1,2.1,2.1,0.0%
32,Hayden Hurst(ATL),3,4,21,7.0,10,0,0,0,0,0,0,1,2.1,2.1,0.9%
33,Jordan Akins(HOU),1,1,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,0.3%
34,T.J. Hockenson(DET),6,11,18,3.0,9,0,0,0,0,0,0,1,1.8,1.8,57.4%
35,Dawson Knox(BUF),3,4,17,5.7,9,0,0,0,0,0,0,1,1.7,1.7,87.2%
36,Jimmy Graham(CHI),1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.8%
37,Foster Moreau(LV),1,1,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,23.7%
38,Jeff Heuerman(FA),3,5,15,5.0,7,0,0,0,0,0,0,1,1.5,1.5,0.0%
39,George Kittle(SF),2,4,17,8.5,13,0,0,1,-3,0,0,1,1.4,1.4,99.7%
40,Durham Smythe(MIA),2,3,13,6.5,7,0,0,0,0,0,0,1,1.3,1.3,0.1%
41,Tyler Eifert(FA),1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0%
42,Ross Travis(FA),2,3,31,15.5,25,1,0,0,0,0,1,1,1.1,1.1,0.0%
43,Andrew Beck(DEN),1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%
44,Hunter Henry(NE),2,3,10,5.0,5,0,0,0,0,0,0,1,1.0,1.0,65.9%
45,Daniel Brown(NYJ),1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%
46,Blake Jarwin(DAL),2,3,9,4.5,10,0,0,0,0,0,0,1,0.9,0.9,2.7%
