Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Darren Waller(LV),7,8,126,18.0,48,1,2,0,0,0,0,1,24.6,24.6,92.6%
2,Eric Ebron(FA),4,5,70,17.5,33,1,1,0,0,0,0,1,13.0,13.0,3.0%
3,Jimmy Graham(CHI),4,4,65,16.3,29,2,1,0,0,0,0,1,12.5,12.5,0.8%
4,Kyle Rudolph(FA),5,6,58,11.6,15,0,1,0,0,0,0,1,11.8,11.8,0.3%
5,Gerald Everett(FA),4,10,50,12.5,33,1,1,0,0,0,0,1,11.0,11.0,35.7%
6,Dallas Goedert(PHI),4,4,69,17.3,28,2,1,0,0,0,1,1,10.9,10.9,89.8%
7,Austin Hooper(CLE),4,5,46,11.5,19,0,1,0,0,0,0,1,10.6,10.6,28.8%
8,Josh Hill(FA),3,3,43,14.3,27,1,1,0,0,0,0,1,10.3,10.3,0.0%
9,Hunter Henry(NE),6,8,97,16.2,23,3,0,0,0,0,0,1,9.7,9.7,65.9%
10,Rhett Ellison(FA),2,2,33,16.5,28,1,1,0,0,0,0,1,9.3,9.3,0.0%
11,Foster Moreau(LV),2,3,24,12.0,14,0,1,0,0,0,0,1,8.4,8.4,23.7%
12,Jonnu Smith(NE),3,3,64,21.3,35,2,0,0,0,0,0,1,6.4,6.4,22.7%
13,Blake Jarwin(DAL),1,1,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,2.7%
14,Irv Smith Jr.(MIN),5,6,60,12.0,28,1,0,0,0,0,0,1,6.0,6.0,7.3%
15,Adam Shaheen(MIA),2,2,24,12.0,18,0,0,0,0,0,0,1,4.4,4.4,0.0%
16,Travis Kelce(KC),6,8,44,7.3,13,0,0,0,0,0,0,1,4.4,4.4,100.0%
17,Mike Gesicki(MIA),4,4,41,10.3,17,0,0,0,0,0,0,1,4.1,4.1,87.6%
18,Mark Andrews(BAL),2,8,39,19.5,33,1,0,0,0,0,0,1,3.9,3.9,99.9%
19,George Kittle(SF),3,5,38,12.7,16,0,0,2,0,0,0,1,3.8,3.8,99.7%
20,Zach Ertz(ARI),2,6,38,19.0,24,1,0,0,0,0,0,1,3.8,3.8,85.8%
21,Jason Witten(FA),4,4,33,8.3,10,0,0,0,0,0,0,1,3.3,3.3,0.1%
22,T.J. Hockenson(DET),3,5,32,10.7,14,0,0,0,0,0,0,1,3.2,3.2,57.4%
23,Darren Fells(FA),2,2,27,13.5,19,0,0,0,0,0,0,1,2.7,2.7,0.0%
24,Anthony Firkser(TEN),1,1,27,27.0,27,1,0,0,0,0,0,1,2.7,2.7,3.7%
25,Derek Carrier(LV),2,4,22,11.0,17,0,0,0,0,0,0,1,2.2,2.2,0.0%
26,Dawson Knox(BUF),2,5,22,11.0,20,1,0,0,0,0,0,1,2.2,2.2,87.2%
27,Jack Doyle(FA),3,5,21,7.0,19,0,0,0,0,0,0,1,2.1,2.1,2.2%
28,Jacob Hollister(JAC),3,6,20,6.7,9,0,0,0,0,0,0,1,2.0,2.0,0.0%
29,Nick Boyle(BAL),1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,0.1%
30,Benjamin Watson(FA),3,5,18,6.0,10,0,0,0,0,0,0,1,1.8,1.8,2.8%
31,Jordan Akins(HOU),2,2,17,8.5,11,0,0,0,0,0,0,1,1.7,1.7,0.3%
32,Jeremy Sprinkle(DAL),2,2,13,6.5,13,0,0,0,0,0,0,1,1.3,1.3,0.0%
33,Charles Clay(FA),1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0%
34,Trey Burton(FA),2,4,11,5.5,8,0,0,0,0,0,0,1,1.1,1.1,0.0%
35,Tyler Eifert(FA),2,2,10,5.0,6,0,0,0,0,0,0,1,1.0,1.0,0.0%
36,Hayden Hurst(ATL),1,2,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.9%
37,Virgil Green(FA),1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%
38,Lee Smith(FA),1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%
39,Tyler Higbee(LAR),1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,77.4%
40,Noah Fant(SEA),1,5,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,80.3%
41,Jesse James(CHI),1,4,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%
42,Evan Engram(NYG),1,5,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,28.5%
43,Maxx Williams(ARI),1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.4%
44,Drew Sample(CIN),1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.1%
45,Levine Toilolo(NYG),1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0%
46,Ross Dwelley(SF),1,3,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.1%
47,Ryan Griffin(NYJ),1,2,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.6%
48,Eric Tomlinson(BAL),1,1,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.0%
49,Matt Sokol(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,Matthew Orzech(LAR),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
51,Luke Farrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
52,Dalton Keene(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,Noah Gray(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
54,Juwan Johnson(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
55,Josiah Deguara(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
56,Mitchell Wilcox(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,Devin Asiasi(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,Cole Kmet(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3%
59,Chris Myarick(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,Parker Hesse(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,Thaddeus Moss(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,Brycen Hopkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
63,Adam Trautman(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
64,Hunter Bryant(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,Jared Pinkney(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,Ian Bunting(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,Colby Parkinson(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,Harrison Bryant(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
69,Kyle Markway(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,Pat Freiermuth(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7%
71,Kyle Pitts(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4%
72,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,Brevin Jordan(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%
74,Nick Bowers(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,Stephen Sullivan(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
76,Rashod Berry(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
77,Charlie Taumoepeau(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,Charlie Woerner(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,Noah Togiai(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,Ben Ellefson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
81,Tyler Mabry(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
82,Sean McKeon(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
83,Giovanni Ricci(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
84,Tyler Davis(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
85,Reggie Gilliam(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
86,Scotty Washington(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,Farrod Green(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
88,Eli Wolf(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
89,Tommy Hudson(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
90,Rysen John(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
91,Nakia Griffin-Stewart(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
92,Ryan Becker(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
93,Jordan Thomas(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
94,David Wells(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
95,Ethan Wolf(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
96,Durham Smythe(MIA),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
97,Chris Herndon IV(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
98,Ryan Izzo(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
99,Dylan Cantrell(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
100,Dalton Schultz(DAL),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,89.9%
101,Tyler Conklin(MIN),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,40.5%
102,Jordan Franks(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
103,Kevin Rader(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
104,Ian Thomas(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
105,Troy Fumagalli(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
106,Tanner Hudson(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
107,Pharaoh Brown(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
108,Dan Arnold(JAC),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,6.7%
109,Colin Thompson(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
110,Mitchell Fraboni(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
111,Carson Meier(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
112,Tyree Jackson(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
113,Alize Mack(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
114,Isaac Nauta(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
115,Jace Sternberger(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
116,Dax Raymond(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
117,Kahale Warring(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
