Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Matt Ryan(ATL),22,32,68.8,329,10.3,2,1,0,2,3,1,0,1,25.5,25.5,36.3%
2,Matt Schaub(FA),35,50,70.0,371,7.4,2,1,0,3,5,0,0,1,21.3,21.3,0.0%
3,Ben Roethlisberger(FA),23,30,76.7,277,9.2,3,1,3,4,-3,0,0,1,20.8,20.8,23.8%
4,Chad Henne(KC),20,26,76.9,241,9.3,2,0,0,0,0,0,0,1,17.6,17.6,0.1%
5,Josh Johnson(BAL),26,50,52.0,240,4.8,2,3,3,5,40,0,0,1,15.6,15.6,1.1%
6,Tom Brady(FA),19,33,57.6,215,6.5,2,0,1,1,-1,0,1,1,14.5,14.5,99.1%
7,Joe Flacco(NYJ),22,31,71.0,186,6.0,1,2,2,1,9,0,0,1,8.3,8.3,0.3%
8,Luke McCown(FA),1,1,100.0,2,2.0,0,0,1,0,0,0,0,1,0.1,0.1,0.0%
9,Aaron Rodgers(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4%
10,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
11,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
12,Chris Streveler(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
13,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
14,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
15,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
16,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
17,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
18,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
19,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
20,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
21,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
22,James Morgan(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
23,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
24,John Wolford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
25,Dwayne Haskins(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
26,Drew Lock(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
