Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Aaron Rodgers(GB),15,20,75.0,246,12.3,3,0,0,4,23,0,0,1,24.1,24.1,97.4%
2,Tom Brady(FA),23,32,71.9,308,9.6,3,2,1,1,5,0,0,1,20.8,20.8,99.1%
3,Drew Brees(FA),22,38,57.9,298,7.8,1,3,5,2,3,2,1,1,20.2,20.2,35.7%
4,Alex Smith(FA),15,22,68.2,206,9.4,3,1,0,2,16,0,0,1,19.8,19.8,5.0%
5,Matt Schaub(FA),20,30,66.7,264,8.8,2,0,2,5,9,0,0,1,19.5,19.5,0.0%
6,Ben Roethlisberger(FA),14,26,53.8,175,6.7,1,0,4,1,2,0,0,1,11.2,11.2,23.8%
7,Matt Ryan(ATL),19,35,54.3,198,5.7,2,2,4,1,6,0,1,1,10.5,10.5,36.3%
8,Ryan Fitzpatrick(WAS),11,22,50.0,123,5.6,1,0,2,7,10,0,0,1,9.9,9.9,6.1%
9,Josh Johnson(BAL),9,26,34.6,156,6.0,1,3,1,1,7,0,0,1,4.9,4.9,1.1%
10,Chad Henne(KC),18,36,50.0,211,5.9,0,2,2,0,0,0,0,1,4.4,4.4,0.1%
11,Brian Hoyer(NE),0,0,0,0,0,0,0,0,3,17,0,0,1,1.7,1.7,0.0%
12,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
13,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
14,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
15,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
16,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
17,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
18,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
19,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
20,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
21,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
22,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
23,Chris Streveler(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
24,James Morgan(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
25,John Wolford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
26,Dwayne Haskins(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
27,Drew Lock(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
28,Daniel Jones(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6%
29,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
30,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
31,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
32,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
33,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
34,Danny Etling(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
35,Alex McGough(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
36,Tim Boyle(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
37,Kurt Benkert(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
38,Kyle Allen(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
39,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
40,Gardner Minshew II(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2%
41,Jalen Hurts(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4%
42,Tyler Huntley(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7%
43,Shane Buechele(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
44,Kellen Mond(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
45,Bryce Perkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
46,Jake Fromm(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
47,Steven Montez(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
48,Jake Luton(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,Brian Lewerke(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,Jordan Love(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%
51,Jacob Eason(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
52,Kyler Murray(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3%
53,Jarrett Stidham(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,Justin Herbert(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8%
55,David Blough(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,John Lovett(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,Tua Tagovailoa(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2%
58,Joe Burrow(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3%
59,Ryan Willis(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,Zach Wilson(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
61,Davis Mills(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
62,Mike White(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
63,Blaine Gabbert(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
64,Cam Newton(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3%
65,Andy Dalton(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%
66,Levi Brown(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
67,Tyrod Taylor(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9%
68,Erik Ainge(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,John David Booty(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,Hunter Cantwell(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,Case Keenum(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9%
72,Russell Wilson(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4%
73,Ben Chappell(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
74,Adam Froman(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,Ryan Tannehill(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.7%
76,Nick Foles(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
77,Kirk Cousins(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7%
78,Eli Manning(FA),19,37,51.4,243,6.6,1,3,3,1,-1,0,0,1,0.0,0.0,2.3%
79,Derek Anderson(FA),12,29,41.4,99,3.4,0,1,2,2,3,0,0,1,0.0,0.0,0.0%
80,Jason Campbell(FA),29,43,67.4,284,6.6,2,1,6,4,8,0,1,1,0.0,0.0,0.0%
81,Jay Cutler(FA),26,37,70.3,251,6.8,1,3,1,3,4,0,0,1,0.0,0.0,0.2%
82,Joe Flacco(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
83,Brett Ratliff(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
84,Brian Brohm(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
85,Bruce Gradkowski(FA),10,19,52.6,97,5.1,0,0,2,2,25,0,1,1,0.0,0.0,0.0%
86,Caleb Hanie(FA),1,2,50.0,3,1.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
87,Carson Palmer(FA),20,24,83.3,233,9.7,5,0,0,0,0,0,0,1,0.0,0.0,5.6%
88,Chase Daniel(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
89,Josh Freeman(FA),2,4,50.0,16,4.0,0,0,2,1,5,0,0,1,0.0,0.0,0.2%
90,Keith Null(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
91,Shaun Hill(FA),6,11,54.5,45,4.1,0,0,2,1,2,0,0,1,0.0,0.0,0.0%
92,Tony Romo(FA),21,29,72.4,311,10.7,3,0,2,6,31,0,0,1,0.0,0.0,0.1%
93,Peyton Manning(FA),23,34,67.6,235,6.9,3,0,0,1,-1,0,0,1,0.0,0.0,0.0%
94,Colt McCoy(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
95,Philip Rivers(FA),18,30,60.0,268,8.9,3,0,0,2,18,0,0,1,0.0,0.0,20.6%
96,Pat White(FA),0,0,0,0,0,0,0,0,1,-3,0,0,1,0.0,0.0,0.0%
97,Kellen Clemens(FA),0,0,0,0,0,0,0,0,1,-1,0,0,1,0.0,0.0,0.0%
98,Mark Sanchez(FA),9,16,56.3,143,8.9,1,0,1,2,4,1,0,1,0.0,0.0,0.1%
99,Michael Vick(FA),1,1,100.0,5,5.0,0,0,0,3,9,0,0,1,0.0,0.0,0.1%
100,Matt Cassel(FA),10,25,40.0,97,3.9,1,3,5,5,24,0,0,1,0.0,0.0,0.0%
101,Matt Flynn(FA),1,2,50.0,12,6.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
102,Matthew Stafford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2%
