,Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Lamar Jackson(BAL),15,23,65.2,212,9.2,5,0,1,8,86,0,0,1,37.1,37.1,94.0%
1,2,Jameis Winston(NO),28,42,66.7,458,10.9,4,1,2,2,4,0,0,1,33.7,33.7,5.2%
2,3,Drew Brees(FA),29,30,96.7,307,10.2,4,0,0,0,0,0,0,1,28.3,28.3,35.7%
3,4,Ryan Tannehill(TEN),22,36,61.1,279,7.8,2,1,2,3,10,1,0,1,25.2,25.2,62.7%
4,5,Patrick Mahomes II(KC),27,34,79.4,340,10.0,2,1,3,3,11,0,0,1,23.7,23.7,100.0%
5,6,Carson Wentz(IND),30,43,69.8,266,6.2,3,0,2,3,9,0,1,1,21.5,21.5,44.0%
6,7,Ryan Fitzpatrick(WAS),23,41,56.1,279,6.8,2,0,3,4,33,0,1,1,20.5,20.5,6.1%
7,8,Russell Wilson(SEA),20,26,76.9,286,11.0,2,0,2,3,-1,0,0,1,19.3,19.3,90.4%
8,9,Matt Ryan(ATL),25,39,64.1,210,5.4,2,0,2,5,27,0,0,1,19.1,19.1,36.3%
9,10,Dwayne Haskins(PIT),19,28,67.9,261,9.3,2,0,1,3,26,0,1,1,19.0,19.0,0.1%
10,11,Deshaun Watson(HOU),19,27,70.4,243,9.0,2,2,1,7,32,0,0,1,18.9,18.9,5.0%
11,12,Gardner Minshew II(PHI),17,29,58.6,201,6.9,2,0,2,5,27,0,0,1,18.7,18.7,2.2%
12,13,Jared Goff(DET),33,51,64.7,284,5.6,2,1,2,3,2,0,0,1,18.6,18.6,5.3%
13,14,Mitchell Trubisky(BUF),29,53,54.7,334,6.3,1,2,3,4,29,0,0,1,18.3,18.3,0.4%
14,15,Baker Mayfield(CLE),30,43,69.8,247,5.7,2,1,1,2,11,0,0,1,18.0,18.0,26.4%
15,16,Dak Prescott(DAL),15,23,65.2,212,9.2,2,0,0,7,12,0,0,1,17.7,17.7,98.2%
