,Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Daniel Jones(NYG),28,41,68.3,322,7.9,4,0,3,4,13,0,1,1,28.2,28.2,13.6%
1,2,Deshaun Watson(HOU),27,39,69.2,279,7.2,3,0,3,10,46,0,0,1,27.8,27.8,5.0%
2,3,Aaron Rodgers(GB),23,33,69.7,305,9.2,3,0,5,6,29,0,0,1,27.1,27.1,97.4%
3,4,Drew Brees(FA),34,43,79.1,373,8.7,3,1,0,0,0,0,0,1,25.9,25.9,35.7%
4,5,Matthew Stafford(LAR),25,32,78.1,342,10.7,3,1,4,2,-3,0,0,1,24.4,24.4,97.2%
5,6,Gardner Minshew II(PHI),22,34,64.7,279,8.2,3,0,2,8,28,0,1,1,24.0,24.0,2.2%
6,7,Derek Carr(LV),18,30,60.0,285,9.5,3,0,0,0,0,0,0,1,23.4,23.4,58.1%
7,8,Jared Goff(DET),17,31,54.8,372,12.0,2,0,0,0,0,0,0,1,22.9,22.9,5.3%
8,9,Matt Schaub(FA),39,52,75.0,460,8.8,1,1,2,0,0,0,1,1,21.4,21.4,0.0%
9,10,Jameis Winston(NO),21,43,48.8,301,7.0,2,2,3,8,53,0,2,1,21.3,21.3,5.2%
10,11,Ryan Tannehill(TEN),21,33,63.6,193,5.8,3,0,3,4,-3,0,0,1,19.4,19.4,62.7%
11,12,Matt Moore(FA),24,36,66.7,267,7.4,2,0,2,1,3,0,0,1,19.0,19.0,0.0%
12,13,Tom Brady(FA),20,36,55.6,259,7.2,2,0,3,0,0,0,0,1,18.4,18.4,99.1%
13,14,Josh Allen(BUF),16,34,47.1,169,5.0,2,0,4,8,45,0,1,1,17.3,17.3,100.0%
14,15,Andy Dalton(CHI),32,52,61.5,329,6.3,1,0,5,1,4,0,0,1,17.2,17.2,1.6%
15,16,Mason Rudolph(PIT),20,36,55.6,251,7.0,2,1,2,0,0,0,0,1,17.0,17.0,0.3%
16,17,Russell Wilson(SEA),14,20,70.0,182,9.1,2,0,2,4,4,0,0,1,15.7,15.7,90.4%
17,18,Sam Darnold(CAR),21,30,70.0,218,7.3,2,3,8,1,-1,0,0,1,15.6,15.6,5.5%
18,19,Carson Wentz(IND),17,24,70.8,172,7.2,1,0,3,8,35,0,0,1,14.4,14.4,44.0%
19,20,Jimmy Garoppolo(SF),18,22,81.8,175,8.0,2,1,3,0,0,0,0,1,14.0,14.0,23.3%
20,21,Ryan Fitzpatrick(WAS),21,34,61.8,190,5.6,2,2,4,5,17,0,1,1,13.3,13.3,6.1%
21,22,Baker Mayfield(CLE),20,31,64.5,194,6.3,1,1,5,1,18,0,0,1,12.6,12.6,26.4%
22,23,Taysom Hill(NO),0,0,0,0,0,0,0,0,0,0,0,0,1,12.3,12.3,53.2%
23,24,Kirk Cousins(MIN),23,26,88.5,285,11.0,0,0,3,2,2,0,0,1,11.6,11.6,70.7%
24,25,Philip Rivers(FA),19,29,65.5,201,6.9,1,1,1,0,0,0,0,1,11.0,11.0,20.6%
25,26,Kyler Murray(ARI),19,33,57.6,220,6.7,0,0,3,2,13,0,0,1,10.1,10.1,99.3%
26,27,Jacoby Brissett(MIA),15,25,60.0,202,8.1,0,0,4,6,34,0,1,1,9.5,9.5,0.6%
27,28,Mitchell Trubisky(BUF),23,35,65.7,253,7.2,0,1,4,4,10,0,1,1,8.1,8.1,0.4%
28,29,Joe Flacco(NYJ),20,32,62.5,174,5.4,0,0,3,1,9,0,0,1,7.9,7.9,0.3%
29,30,Kyle Allen(WAS),19,37,51.4,158,4.3,0,3,7,0,0,0,0,1,3.3,3.3,0.1%
30,31,Case Keenum(CLE),12,16,75.0,130,8.1,0,0,2,0,0,0,1,1,3.2,3.2,0.9%
31,32,Dwayne Haskins(PIT),3,5,60.0,33,6.6,0,1,2,0,0,0,0,1,0.3,0.3,0.1%
32,33,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
33,34,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
34,35,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
35,36,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
36,37,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
37,38,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
38,39,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
39,40,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
40,41,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
41,42,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
42,43,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
43,44,Drew Lock(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
44,45,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
45,46,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
46,47,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
47,48,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
48,49,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,50,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,51,John Wolford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
51,52,Justin Herbert(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8%
52,53,Tim Boyle(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
53,54,Danny Etling(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,55,Alex McGough(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,56,Kurt Benkert(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,57,Jarrett Stidham(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,58,Steven Montez(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,59,Shane Buechele(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,Kellen Mond(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
60,61,Bryce Perkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
