,Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Patrick Mahomes II(KC),30,44,68.2,443,10.1,4,0,2,1,-1,0,1,1,31.6,31.6,100.0%
1,2,Lamar Jackson(BAL),24,37,64.9,272,7.4,2,0,2,16,120,0,0,1,30.9,30.9,94.0%
2,3,Dak Prescott(DAL),26,30,86.7,269,9.0,3,1,1,5,69,0,0,1,28.7,28.7,98.2%
3,4,Tom Brady(FA),20,28,71.4,264,9.4,2,0,2,2,1,1,0,1,24.7,24.7,99.1%
4,5,Russell Wilson(SEA),29,35,82.9,300,8.6,3,0,4,6,22,0,1,1,24.2,24.2,90.4%
5,6,Jimmy Garoppolo(SF),17,25,68.0,296,11.8,3,1,0,4,8,0,0,1,23.6,23.6,23.3%
6,7,Josh Allen(BUF),19,30,63.3,253,8.4,1,0,3,7,21,1,0,1,22.2,22.2,100.0%
7,8,Matt Ryan(ATL),27,43,62.8,320,7.4,3,3,1,2,3,0,0,1,22.1,22.1,36.3%
8,9,Andy Dalton(CHI),26,42,61.9,311,7.4,2,1,4,2,2,0,0,1,19.6,19.6,1.6%
9,10,Carson Wentz(IND),25,43,58.1,231,5.4,1,2,3,3,3,1,0,1,19.5,19.5,44.0%
10,11,Jared Goff(DET),19,28,67.9,283,10.1,1,0,3,4,-2,1,1,1,19.1,19.1,5.3%
11,12,Jacoby Brissett(MIA),17,28,60.7,146,5.2,3,1,3,7,25,0,1,1,17.3,17.3,0.6%
12,13,Matthew Stafford(LAR),22,30,73.3,245,8.2,2,2,0,4,13,0,0,1,17.1,17.1,97.2%
13,14,Joe Flacco(NYJ),35,50,70.0,292,5.8,1,1,2,0,0,0,0,1,16.7,16.7,0.3%
14,15,Case Keenum(CLE),26,37,70.3,221,6.0,2,0,1,1,-1,0,0,1,16.7,16.7,0.9%
15,16,Kyler Murray(ARI),25,40,62.5,349,8.7,0,0,3,3,4,0,0,1,16.4,16.4,99.3%
16,17,Gardner Minshew II(PHI),23,33,69.7,213,6.5,1,0,4,6,56,0,1,1,16.1,16.1,2.2%
17,18,Baker Mayfield(CLE),19,35,54.3,325,9.3,1,1,3,0,0,0,0,1,16.0,16.0,26.4%
18,19,Aaron Rodgers(GB),22,34,64.7,209,6.1,2,0,2,1,0,0,1,1,14.4,14.4,97.4%
19,20,Marcus Mariota(LV),19,28,67.9,154,5.5,1,0,4,5,32,0,0,1,13.4,13.4,0.2%
20,21,Jameis Winston(NO),16,25,64.0,208,8.3,1,0,3,4,9,0,0,1,13.2,13.2,5.2%
21,22,Deshaun Watson(HOU),16,29,55.2,159,5.5,0,0,4,4,5,1,0,1,12.9,12.9,5.0%
22,23,Mason Rudolph(PIT),12,19,63.2,112,5.9,2,1,0,1,7,0,0,1,12.2,12.2,0.3%
23,24,Eli Manning(FA),26,45,57.8,250,5.6,1,2,1,1,2,0,0,1,12.2,12.2,2.3%
24,25,Philip Rivers(FA),21,36,58.3,293,8.1,0,1,1,1,12,0,0,1,11.9,11.9,20.6%
25,26,Derek Carr(LV),23,38,60.5,198,5.2,1,2,3,2,18,0,0,1,11.7,11.7,58.1%
26,27,Cam Newton(CAR),25,51,49.0,333,6.5,0,0,3,2,0,0,1,1,11.3,11.3,20.3%
27,28,Kirk Cousins(MIN),14,32,43.8,230,7.2,1,2,1,2,17,0,1,1,10.9,10.9,70.7%
28,29,Luke Falk(FA),20,25,80.0,198,7.9,0,0,2,0,0,0,0,1,7.9,7.9,0.1%
29,30,Teddy Bridgewater(DEN),17,30,56.7,165,5.5,0,0,2,2,5,0,0,1,7.1,7.1,15.6%
30,31,Mitchell Trubisky(BUF),16,27,59.3,120,4.4,0,0,0,1,8,0,0,1,5.6,5.6,0.4%
31,32,Ben Roethlisberger(FA),8,15,53.3,75,5.0,0,0,1,0,0,0,0,1,3.0,3.0,23.8%
32,33,Josh Rosen(ATL),7,18,38.9,97,5.4,0,1,3,0,0,0,0,1,2.9,2.9,0.0%
33,34,Taysom Hill(NO),0,0,0,0,0,0,0,0,0,0,0,0,1,1.6,1.6,53.2%
34,35,Ryan Fitzpatrick(WAS),11,21,52.4,89,4.2,0,3,4,1,6,0,0,1,1.2,1.2,6.1%
35,36,Josh McCown(FA),3,5,60.0,24,4.8,0,0,0,0,0,0,0,1,1.0,1.0,0.0%
36,37,Drew Brees(FA),3,5,60.0,38,7.6,0,1,0,0,0,0,0,1,0.5,0.5,35.7%
37,38,Trevor Siemian(NO),3,6,50.0,3,0.5,0,0,2,0,0,0,0,1,0.1,0.1,1.1%
38,39,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
39,40,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
40,41,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
41,42,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
42,43,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
43,44,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
44,45,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
45,46,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
46,47,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
47,48,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
48,49,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
49,50,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,51,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,52,Daniel Jones(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6%
52,53,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
53,54,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,55,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,56,Jarrett Stidham(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,57,Justin Herbert(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8%
57,58,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,59,Drew Lock(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
59,60,David Blough(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,61,Kyle Allen(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
61,62,Tim Boyle(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
62,63,Kurt Benkert(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Dwayne Haskins(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
64,65,John Wolford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
65,66,Jake Luton(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,67,Bryce Perkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,68,Steven Montez(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,69,James Morgan(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,70,Shane Buechele(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,71,Brian Lewerke(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,72,Kellen Mond(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
72,73,Tyler Huntley(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7%
73,74,Joe Burrow(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3%
74,75,Tua Tagovailoa(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2%
75,76,Jacob Eason(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
76,77,Jake Fromm(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
77,78,Jordan Love(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%
78,79,Jalen Hurts(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4%
79,80,Ryan Willis(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,81,Alex McGough(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
81,82,Zach Wilson(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
82,83,Davis Mills(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
83,84,Danny Etling(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
84,85,Tyrod Taylor(HOU),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,4.9%
85,86,Blaine Gabbert(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
86,87,Ben Chappell(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,88,Adam Froman(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
88,89,Hunter Cantwell(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
89,90,Nick Foles(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
90,91,Ryan Tannehill(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.7%
91,92,Erik Ainge(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
92,93,Josh Johnson(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%
93,94,Keith Null(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
94,95,John David Booty(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
95,96,Colt McCoy(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
96,97,Chad Henne(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
97,98,Brett Ratliff(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
98,99,Nate Sudfeld(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
99,100,Jeff Driskel(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
100,101,Brian Hoyer(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
101,102,Brian Brohm(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
102,103,Brandon Allen(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
