,Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Drew Brees(FA),29,40,72.5,349,8.7,5,0,0,1,1,1,0,1,40.1,40.1,35.7%
1,2,Jameis Winston(NO),33,45,73.3,456,10.1,4,3,1,6,5,1,0,1,37.7,37.7,5.2%
2,3,Mitchell Trubisky(BUF),23,31,74.2,244,7.9,3,1,2,10,63,1,0,1,33.1,33.1,0.4%
3,4,Deshaun Watson(HOU),28,50,56.0,292,5.8,1,2,3,6,44,2,0,1,30.1,30.1,5.0%
4,5,Jimmy Garoppolo(SF),26,35,74.3,349,10.0,4,1,3,2,1,0,0,1,29.1,29.1,23.3%
5,6,Ryan Tannehill(TEN),21,27,77.8,391,14.5,3,1,0,4,19,0,0,1,28.5,28.5,62.7%
6,7,Drew Lock(DEN),22,27,81.5,309,11.4,3,1,1,3,15,0,0,1,24.9,24.9,1.5%
7,8,Philip Rivers(FA),16,22,72.7,314,14.3,3,0,1,1,0,0,0,1,24.6,24.6,20.6%
8,9,Jacoby Brissett(MIA),19,36,52.8,251,7.0,2,0,1,4,26,0,0,1,22.6,22.6,0.6%
9,10,Matt Ryan(ATL),20,34,58.8,313,9.2,2,0,1,1,8,0,0,1,21.3,21.3,36.3%
10,11,Lamar Jackson(BAL),16,25,64.0,145,5.8,3,1,1,11,40,0,0,1,20.8,20.8,94.0%
11,12,Derek Carr(LV),25,34,73.5,262,7.7,2,0,2,2,17,0,0,1,20.2,20.2,58.1%
12,13,Kyle Allen(WAS),28,41,68.3,293,7.1,1,2,5,6,24,1,1,1,20.1,20.1,0.1%
13,14,Carson Wentz(IND),33,50,66.0,325,6.5,2,0,3,5,9,0,1,1,19.9,19.9,44.0%
14,15,Sam Darnold(CAR),20,36,55.6,270,7.5,2,1,1,3,3,0,0,1,18.1,18.1,5.5%
15,16,Jared Goff(DET),22,31,71.0,293,9.5,2,2,0,2,4,0,0,1,18.1,18.1,5.3%
16,17,Dak Prescott(DAL),27,49,55.1,334,6.8,1,0,2,3,1,0,0,1,17.5,17.5,98.2%
17,18,Eli Manning(FA),15,30,50.0,203,6.8,2,0,2,2,-1,0,0,1,16.0,16.0,2.3%
18,19,Ryan Fitzpatrick(WAS),21,37,56.8,245,6.6,0,1,2,7,65,0,0,1,15.3,15.3,6.1%
19,20,Patrick Mahomes II(KC),26,40,65.0,283,7.1,1,1,1,6,6,0,0,1,14.9,14.9,100.0%
20,21,Kirk Cousins(MIN),24,30,80.0,242,8.1,1,0,1,1,-1,0,0,1,13.6,13.6,70.7%
21,22,Gardner Minshew II(PHI),24,37,64.9,162,4.4,1,0,2,6,31,0,0,1,13.6,13.6,2.2%
22,23,Devlin Hodges(FA),16,19,84.2,152,8.0,1,0,3,5,34,0,0,1,13.5,13.5,0.0%
23,24,Baker Mayfield(CLE),11,24,45.8,192,8.0,0,2,1,2,13,1,0,1,13.0,13.0,26.4%
24,25,Kyler Murray(ARI),20,30,66.7,194,6.5,2,3,5,6,2,0,0,1,13.0,13.0,99.3%
25,26,Tom Brady(FA),19,36,52.8,169,4.7,1,1,3,2,20,0,0,1,11.8,11.8,99.1%
26,27,Russell Wilson(SEA),22,36,61.1,245,6.8,0,1,5,5,28,0,0,1,11.6,11.6,90.4%
27,28,Aaron Rodgers(GB),18,28,64.3,195,7.0,1,0,4,5,16,0,1,1,11.4,11.4,97.4%
28,29,Josh Allen(BUF),17,39,43.6,146,3.7,1,0,6,2,9,0,1,1,10.7,10.7,100.0%
29,30,Andy Dalton(CHI),22,38,57.9,262,6.9,0,1,2,3,11,0,0,1,10.6,10.6,1.6%
30,31,David Blough(DET),24,40,60.0,205,5.1,1,2,5,0,0,0,0,1,10.2,10.2,0.0%
31,32,Dwayne Haskins(PIT),16,27,59.3,170,6.3,1,1,4,1,-1,0,0,1,9.7,9.7,0.1%
32,33,Tyrod Taylor(HOU),3,5,60.0,26,5.2,1,0,0,4,10,0,0,1,6.0,6.0,4.9%
33,34,Taysom Hill(NO),0,1,0.0,0,0.0,0,0,0,5,13,0,0,1,2.5,2.5,53.2%
34,35,Ryan Griffin(FA),2,4,50.0,18,4.5,0,0,0,0,0,0,0,1,0.7,0.7,0.0%
35,36,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
36,37,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
37,38,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
38,39,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
39,40,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
40,41,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
41,42,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
42,43,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
43,44,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
44,45,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
45,46,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
46,47,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
47,48,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
48,49,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,50,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
50,51,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,52,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
52,53,Daniel Jones(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6%
53,54,Justin Herbert(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8%
54,55,Kurt Benkert(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,56,Alex McGough(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,57,Tim Boyle(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
57,58,John Wolford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
58,59,Brett Ratliff(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,Jarrett Stidham(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,61,Kellen Mond(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
61,62,Bryce Perkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,Steven Montez(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Jake Luton(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,James Morgan(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,66,Brian Lewerke(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,67,Shane Buechele(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,68,Tyler Huntley(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7%
68,69,Jalen Hurts(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4%
69,70,Joe Burrow(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3%
70,71,Tua Tagovailoa(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2%
71,72,Jacob Eason(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
72,73,Jake Fromm(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
73,74,Jordan Love(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%
74,75,Ryan Willis(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,76,Zach Wilson(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
76,77,Davis Mills(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
77,78,Danny Etling(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,79,Ben Chappell(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,80,Adam Froman(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,81,Blaine Gabbert(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
81,82,Cam Newton(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3%
82,83,Robert Griffin III(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%
83,84,Nick Foles(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
84,85,Chase Daniel(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
85,86,Case Keenum(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9%
86,87,Hunter Cantwell(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,88,Matthew Stafford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2%
88,89,Joe Flacco(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
89,90,Josh Johnson(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%
90,91,Keith Null(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
91,92,John David Booty(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
92,93,Erik Ainge(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
93,94,Colt McCoy(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
94,95,Mike Glennon(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
95,96,Jeff Driskel(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
96,97,Brandon Allen(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
97,98,Kevin Hogan(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
98,99,Nate Sudfeld(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
99,100,Joshua Dobbs(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
100,101,Geno Smith(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%
101,102,Mason Rudolph(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
102,103,Josh Rosen(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
103,104,Brian Hoyer(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
104,105,Brian Brohm(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
105,106,Logan Woodside(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
106,107,Mike White(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
107,108,Davis Webb(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
108,109,C.J. Beathard(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
109,110,Cooper Rush(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
110,111,Nick Mullens(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
111,112,P.J. Walker(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
112,113,AJ McCarron(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
113,114,Teddy Bridgewater(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6%
114,115,Blake Bortles(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
115,116,David Fales(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
116,117,Brett Smith(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
117,118,Trevor Siemian(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%
118,119,Marcus Mariota(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
119,120,Chad Henne(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
120,121,Sean Mannion(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
121,122,Taylor Heinicke(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2%
122,123,Garrett Gilbert(WAS),0,0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.1%
123,124,Matt Schaub(FA),0,0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%
