rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,year
34.0,Austin Seibert,10.0,12.0,83.3,52.0,0.0,0.0,4.0,5.0,1.0,5.0,5.0,6.0,42.0,7.0,0.1,DET,K,2021
35.0,Brian Johnson,10.0,10.0,100.0,52.0,0.0,5.0,3.0,1.0,1.0,9.0,13.0,8.0,42.0,5.3,6.6,WAS,K,2021
36.0,Eddy Pineiro,8.0,8.0,100.0,51.0,0.0,2.0,2.0,3.0,1.0,9.0,10.0,5.0,38.0,7.6,0.2,NYJ,K,2021
37.0,Tristan Vizcaino,6.0,7.0,85.7,46.0,0.0,3.0,2.0,1.0,0.0,10.0,15.0,6.0,29.0,4.8,0.8,FA,K,2021
38.0,Aldrick Rosas,2.0,5.0,40.0,44.0,0.0,0.0,0.0,2.0,0.0,14.0,14.0,5.0,22.0,4.4,1.8,FA,K,2021
39.0,Lirim Hajrullahu,4.0,5.0,80.0,35.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,4.0,20.0,5.0,0.2,CAR,K,2021
40.0,Ryan Santoso,4.0,5.0,80.0,35.0,0.0,3.0,1.0,0.0,0.0,6.0,8.0,4.0,18.0,4.5,0.1,FA,K,2021
41.0,Elliott Fry,4.0,5.0,80.0,44.0,0.0,0.0,3.0,1.0,0.0,4.0,5.0,3.0,17.0,5.7,2.4,FA,K,2021
42.0,Dominik Eberle,2.0,3.0,66.7,51.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,1.0,13.0,13.0,0.0,GB,K,2021
43.0,Chris Blewitt,2.0,5.0,40.0,52.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,11.0,5.5,0.1,CLE,K,2021
44.0,Josh Lambo,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,5.0,1.7,3.2,FA,K,2021
45.0,Chris Naggar,1.0,1.0,100.0,37.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,0.1,DAL,K,2021
46.0,Cody Parkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,3.0,3.0,0.4,FA,K,2021
47.0,Ty Long,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.7,LAC,K,2021
48.0,Wil Lutz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,NO,K,2021
49.0,Sam Ficken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,TEN,K,2021
50.0,Alex Kessman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,FA,K,2021
51.0,Jose Borregales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,K,2021
52.0,Quinn Nordin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,NE,K,2021
53.0,Cameron Nizialek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,PIT,K,2021
54.0,Jake Verity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,K,2021
55.0,JJ Molson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,GB,K,2021
56.0,Sam Sloman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2021
57.0,Austin MacGinnis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,K,2021
58.0,Parker Douglass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2021
59.0,Piotr Czech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2021
60.0,Steven Weatherford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2021
61.0,Zac Derr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,K,2021
62.0,Ricky Schmit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2021
63.0,Andrew Wellock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,K,2021
64.0,Carlos Martinez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,K,2021
65.0,Garrett Rivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,K,2021
66.0,Jason Reda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,K,2021
67.0,MacKenzie Hoambrecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2021
68.0,Mark Hickok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,K,2021
69.0,Michael Palardy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,33.3,MIA,K,2021
70.0,Giorgio Tavecchio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TEN,K,2021
71.0,Andrew Jacas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2021
72.0,Sergio Castillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2021
73.0,Saverio Rocca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,K,2021
74.0,Garrett Lindholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,K,2021
75.0,Connor Hughes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,K,2021
76.0,Clint Stitser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,K,2021
77.0,Kai Forbath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,LAR,K,2021
