,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Mike Evans(TB),6,13,179,29.8,72,4,1,0,0,0,0,1,23.9,23.9,97.8%
1,2,Marvin Jones Jr.(JAC),7,10,117,16.7,39,1,2,0,0,0,0,1,23.7,23.7,55.4%
2,3,Sammy Watkins(BAL),8,9,107,13.4,24,2,2,0,0,0,0,1,22.7,22.7,7.0%
3,4,DeAndre Hopkins(ARI),6,7,82,13.7,49,1,2,0,0,0,0,1,20.2,20.2,69.3%
4,5,Tyler Boyd(CIN),9,10,138,15.3,28,3,1,1,-2,0,0,1,19.6,19.6,71.3%
5,6,Antonio Brown(FA),6,8,74,12.3,43,1,2,0,0,0,0,1,19.4,19.4,84.1%
6,7,Will Fuller V(MIA),5,6,124,24.8,73,2,1,0,0,0,0,1,18.4,18.4,22.8%
7,8,Larry Fitzgerald(FA),8,12,102,12.8,37,2,1,0,0,0,0,1,18.2,18.2,0.3%
8,9,Stefon Diggs(BUF),10,11,119,11.9,31,2,1,0,0,0,0,1,17.9,17.9,100.0%
9,10,Josh Reynolds(DET),3,5,42,14.0,22,1,2,1,-2,0,0,1,16.0,16.0,6.9%
10,11,Adam Thielen(MIN),7,7,103,14.7,28,2,1,1,15,0,1,1,15.8,15.8,82.7%
11,12,David Moore(FA),4,4,97,24.3,45,2,1,0,0,0,0,1,15.7,15.7,0.0%
12,13,A.J. Green(ARI),5,7,76,15.2,23,1,1,0,0,0,0,1,13.6,13.6,51.8%
13,14,Odell Beckham Jr.(LAR),8,11,136,17.0,44,3,0,0,0,0,0,1,13.6,13.6,90.8%
14,15,DeVante Parker(MIA),6,9,134,22.3,46,2,0,0,0,0,0,1,13.4,13.4,64.3%
15,16,Davante Adams(GB),5,7,133,26.6,48,3,0,0,0,0,0,1,13.3,13.3,100.0%
16,17,DeSean Jackson(LV),3,8,68,22.7,60,1,1,1,4,0,0,1,13.2,13.2,4.4%
17,18,DJ Moore(CAR),5,6,90,18.0,33,1,0,2,39,0,0,1,12.9,12.9,95.7%
18,19,Julian Edelman(FA),9,10,104,11.6,26,2,0,2,13,0,0,1,11.7,11.7,13.1%
19,20,Marquise Goodwin(CHI),1,4,55,55.0,55,1,1,0,0,0,0,1,11.5,11.5,0.3%
20,21,Tyler Lockett(SEA),2,2,34,17.0,24,1,1,2,13,0,0,1,10.7,10.7,97.5%
21,22,Marquez Valdes-Scantling(GB),2,5,45,22.5,40,1,1,0,0,0,0,1,10.5,10.5,36.0%
22,23,Anthony Miller(PIT),3,7,37,12.3,23,1,1,1,7,0,0,1,10.4,10.4,0.3%
23,24,Christian Kirk(ARI),3,7,42,14.0,19,0,1,0,0,0,0,1,10.2,10.2,79.5%
24,25,Seth Roberts(FA),2,4,42,21.0,31,1,1,0,0,0,0,1,10.2,10.2,0.0%
25,26,Dede Westbrook(MIN),2,6,31,15.5,20,1,1,1,9,0,0,1,10.0,10.0,0.1%
26,27,Brandon LaFell(FA),3,4,39,13.0,18,0,1,0,0,0,0,1,9.9,9.9,0.0%
27,28,Tim Patrick(DEN),1,1,24,24.0,24,1,1,1,13,0,0,1,9.7,9.7,17.6%
28,29,Antonio Callaway(FA),5,6,36,7.2,13,0,1,0,0,0,0,1,9.6,9.6,0.0%
29,30,Danny Amendola(HOU),5,6,43,8.6,13,0,0,0,0,0,0,1,9.4,9.4,0.1%
30,31,Jordan Matthews(SF),4,5,93,23.3,36,2,0,0,0,0,0,1,9.3,9.3,0.0%
31,32,Brandin Cooks(HOU),3,8,74,24.7,32,2,0,2,9,0,0,1,8.3,8.3,92.7%
32,33,Michael Thomas(NO),5,6,81,16.2,44,2,0,0,0,0,0,1,8.1,8.1,20.6%
33,34,Courtland Sutton(DEN),3,4,78,26.0,42,2,0,0,0,0,0,1,7.8,7.8,67.5%
34,35,Adam Humphries(WAS),7,10,76,10.9,17,0,0,0,0,0,0,1,7.6,7.6,0.8%
35,36,Kendrick Bourne(NE),7,10,71,10.1,19,0,0,0,0,0,0,1,7.1,7.1,23.7%
36,37,Tyreek Hill(KC),3,4,70,23.3,40,2,0,0,0,0,0,1,7.0,7.0,100.0%
37,38,Robert Woods(LAR),5,7,70,14.0,19,0,0,0,0,0,0,1,7.0,7.0,29.9%
38,39,Nelson Agholor(NE),3,6,49,16.3,39,1,0,1,14,0,0,1,6.3,6.3,13.6%
39,40,Deontay Burnett(FA),4,4,61,15.3,29,1,0,0,0,0,0,1,6.1,6.1,0.0%
40,41,Zay Jones(LV),6,8,55,9.2,14,0,0,0,0,0,0,1,5.5,5.5,6.0%
41,42,Willie Snead IV(FA),5,11,54,10.8,19,0,0,0,0,0,0,1,5.4,5.4,0.1%
42,43,Donte Moncrief(FA),4,7,54,13.5,24,1,0,0,0,0,0,1,5.4,5.4,0.0%
43,44,Golden Tate(FA),7,12,50,7.1,12,0,0,1,3,0,0,1,5.3,5.3,0.1%
44,45,Chris Godwin(TB),2,7,32,16.0,20,1,0,0,0,0,0,1,5.2,5.2,67.1%
