,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Michael Thomas(NO),12,15,211,17.6,72,1,1,0,0,0,0,1,27.1,27.1,20.6%
1,2,Adam Humphries(WAS),8,8,82,10.3,30,1,2,1,7,0,0,1,20.9,20.9,0.8%
2,3,Josh Gordon(KC),5,10,130,26.0,55,2,1,0,0,0,0,1,19.0,19.0,1.8%
3,4,Julio Jones(TEN),7,10,121,17.3,35,3,1,0,0,0,0,1,18.1,18.1,60.7%
4,5,Curtis Samuel(WAS),2,4,25,12.5,19,0,1,1,33,1,0,1,17.8,17.8,15.7%
5,6,Brandin Cooks(HOU),6,8,114,19.0,48,2,1,0,0,0,0,1,17.4,17.4,92.7%
6,7,DeAndre Hopkins(ARI),10,12,105,10.5,16,0,1,0,0,0,0,1,16.5,16.5,69.3%
7,8,Keenan Allen(LAC),6,10,124,20.7,54,2,0,2,28,0,0,1,15.2,15.2,99.3%
8,9,Cooper Kupp(LAR),5,6,89,17.8,41,2,1,0,0,0,0,1,14.9,14.9,100.0%
9,10,Calvin Ridley(ATL),6,9,71,11.8,40,1,1,1,6,0,0,1,13.7,13.7,56.8%
10,11,Cordarrelle Patterson(ATL),1,1,7,7.0,7,0,0,11,61,1,0,1,12.8,12.8,95.1%
11,12,Maurice Harris(FA),10,12,124,12.4,33,1,0,0,0,0,0,1,12.4,12.4,0.0%
12,13,Amari Cooper(DAL),5,8,58,11.6,19,0,1,0,0,0,0,1,11.8,11.8,97.7%
13,14,Pierre Garcon(FA),3,5,56,18.7,25,2,1,0,0,0,0,1,11.6,11.6,0.0%
14,15,Julian Edelman(FA),6,10,71,11.8,33,1,0,2,28,0,0,1,11.4,11.4,13.1%
15,16,Antonio Brown(FA),5,11,42,8.4,11,0,1,0,0,0,0,1,10.2,10.2,84.1%
16,17,Marquez Valdes-Scantling(GB),3,6,101,33.7,51,3,0,0,0,0,0,1,10.1,10.1,36.0%
17,18,Davante Adams(GB),6,9,40,6.7,10,0,1,0,0,0,0,1,10.0,10.0,100.0%
18,19,Josh Doctson(FA),3,6,31,10.3,24,1,1,0,0,0,0,1,9.1,9.1,0.0%
19,20,Mike Williams(LAC),1,3,30,30.0,30,1,1,0,0,0,0,1,9.0,9.0,91.9%
20,21,Adam Thielen(MIN),4,7,22,5.5,11,0,1,1,5,0,0,1,8.7,8.7,82.7%
21,22,Tyreek Hill(KC),4,5,69,17.3,40,1,0,2,16,0,0,1,8.5,8.5,100.0%
22,23,Tre'Quan Smith(NO),2,3,23,11.5,19,0,1,0,0,0,0,1,8.3,8.3,7.5%
23,24,Tyrell Williams(FA),2,3,23,11.5,12,0,1,0,0,0,0,1,8.3,8.3,4.8%
24,25,Allen Hurns(MIA),1,1,23,23.0,23,1,1,0,0,0,0,1,8.3,8.3,0.0%
25,26,JuJu Smith-Schuster(PIT),7,9,78,11.1,22,1,0,0,0,0,0,1,7.8,7.8,18.5%
26,27,Doug Baldwin(FA),4,4,77,19.3,42,1,0,0,0,0,0,1,7.7,7.7,0.0%
27,28,Robert Woods(LAR),5,9,71,14.2,19,0,0,2,4,0,0,1,7.5,7.5,29.9%
28,29,Jaron Brown(ARI),1,2,10,10.0,10,0,1,0,0,0,0,1,7.0,7.0,0.0%
29,30,Kendrick Bourne(NE),2,2,6,3.0,4,0,1,0,0,0,0,1,6.6,6.6,23.7%
30,31,Marvin Jones Jr.(JAC),6,8,66,11.0,18,0,0,0,0,0,0,1,6.6,6.6,55.4%
31,32,Sammy Watkins(BAL),5,5,62,12.4,23,1,0,1,2,0,0,1,6.4,6.4,7.0%
32,33,Demaryius Thomas(FA),3,3,61,20.3,31,1,0,0,0,0,0,1,6.1,6.1,0.1%
33,34,Corey Davis(NYJ),6,10,56,9.3,17,0,0,1,4,0,0,1,6.0,6.0,29.9%
34,35,Richie James Jr.(SF),2,3,60,30.0,53,1,0,0,0,0,0,1,6.0,6.0,0.0%
35,36,Anthony Miller(PIT),5,6,49,9.8,19,0,0,1,9,0,0,1,5.8,5.8,0.3%
36,37,Willie Snead IV(FA),7,8,58,8.3,26,1,0,0,0,0,0,1,5.8,5.8,0.1%
37,38,Courtland Sutton(DEN),3,5,57,19.0,22,2,0,0,0,0,0,1,5.7,5.7,67.5%
38,39,Kenny Golladay(NYG),3,4,46,15.3,18,0,0,1,8,0,0,1,5.4,5.4,51.8%
39,40,Michael Gallup(DAL),3,6,51,17.0,21,2,0,0,0,0,0,1,5.1,5.1,72.8%
40,41,Antonio Callaway(FA),3,5,51,17.0,38,1,0,0,0,0,0,1,5.1,5.1,0.0%
41,42,Jarvis Landry(CLE),6,7,50,8.3,17,0,0,0,0,0,0,1,5.0,5.0,72.5%
42,43,DJ Moore(CAR),1,2,16,16.0,16,0,0,1,32,0,0,1,4.8,4.8,95.7%
43,44,Emmanuel Sanders(BUF),6,9,47,7.8,18,0,0,0,0,0,0,1,4.7,4.7,46.6%
44,45,Danny Amendola(HOU),5,7,47,9.4,26,1,0,0,0,0,0,1,4.7,4.7,0.1%
45,46,Martavis Bryant(FA),2,2,29,14.5,23,1,0,1,17,0,0,1,4.6,4.6,0.0%
46,47,Taylor Gabriel(FA),3,5,45,15.0,22,1,0,0,0,0,0,1,4.5,4.5,0.1%
47,48,Mohamed Sanu Sr.(SF),4,5,45,11.3,16,0,0,0,0,0,0,1,4.5,4.5,0.1%
48,49,Breshad Perriman(TB),2,6,36,18.0,18,0,0,2,9,0,0,1,4.5,4.5,2.5%
49,50,Devin Funchess(FA),4,5,44,11.0,23,1,0,0,0,0,0,1,4.4,4.4,0.0%
50,51,Quincy Enunwa(FA),3,4,40,13.3,23,1,0,0,0,0,0,1,4.0,4.0,0.0%
51,52,Kelvin Benjamin(FA),4,9,40,10.0,15,0,0,0,0,0,0,1,4.0,4.0,0.1%
52,53,Chris Godwin(TB),2,3,40,20.0,25,1,0,0,0,0,0,1,4.0,4.0,67.1%
53,54,Laquon Treadwell(JAC),2,2,37,18.5,22,1,0,0,0,0,0,1,3.7,3.7,2.5%
54,55,Darius Jennings(DET),1,1,36,36.0,36,1,0,0,0,0,0,1,3.6,3.6,0.0%
55,56,Robby Anderson(CAR),4,6,32,8.0,17,0,0,1,1,0,0,1,3.3,3.3,42.2%
56,57,DeSean Jackson(LV),2,4,32,16.0,20,1,0,0,0,0,0,1,3.2,3.2,4.4%
57,58,Michael Crabtree(FA),3,7,32,10.7,13,0,0,0,0,0,0,1,3.2,3.2,0.0%
58,59,Chris Moore(HOU),1,1,30,30.0,30,1,0,0,0,0,0,1,3.0,3.0,0.1%
59,60,Phillip Dorsett II(HOU),3,3,30,10.0,17,0,0,0,0,0,0,1,3.0,3.0,0.0%
