,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Tyreek Hill(KC),7,10,117,16.7,38,2,2,1,20,0,0,1,25.7,25.7,100.0%
1,2,Allen Robinson II(CHI),6,8,133,22.2,36,4,2,0,0,0,0,1,25.3,25.3,53.7%
2,3,Odell Beckham Jr.(LAR),4,11,73,18.3,30,2,2,0,0,0,0,1,19.3,19.3,90.8%
3,4,Michael Thomas(NO),8,8,70,8.8,17,0,2,0,0,0,0,1,19.0,19.0,20.6%
4,5,Corey Davis(NYJ),7,10,125,17.9,27,4,1,0,0,0,0,1,18.5,18.5,29.9%
5,6,Anthony Miller(PIT),5,6,122,24.4,55,2,1,0,0,0,0,1,18.2,18.2,0.3%
6,7,Davante Adams(GB),4,7,57,14.3,25,1,2,0,0,0,0,1,17.7,17.7,100.0%
7,8,Brandin Cooks(HOU),10,12,100,10.0,17,0,0,1,9,1,0,1,16.9,16.9,92.7%
8,9,Julio Jones(TEN),7,11,107,15.3,30,3,1,0,0,0,0,1,16.7,16.7,60.7%
9,10,JuJu Smith-Schuster(PIT),3,5,90,30.0,75,1,1,1,13,0,0,1,16.3,16.3,18.5%
10,11,Donte Moncrief(FA),3,4,98,32.7,80,1,1,0,0,0,0,1,15.8,15.8,0.0%
11,12,Antonio Brown(FA),6,6,96,16.0,53,2,1,0,0,0,0,1,15.6,15.6,84.1%
12,13,Zay Jones(LV),8,11,93,11.6,33,1,1,0,0,0,0,1,15.3,15.3,6.0%
13,14,Tyler Lockett(SEA),5,6,67,13.4,29,2,1,1,18,0,0,1,14.5,14.5,97.5%
14,15,Kenny Golladay(NYG),6,13,78,13.0,25,1,1,0,0,0,0,1,13.8,13.8,51.8%
15,16,Keenan Allen(LAC),6,9,57,9.5,18,0,1,0,0,0,0,1,11.7,11.7,99.3%
16,17,Julian Edelman(FA),9,12,104,11.6,30,2,0,0,0,0,0,1,10.6,10.6,13.1%
17,18,Robert Woods(LAR),4,5,89,22.3,35,2,0,3,17,0,0,1,10.6,10.6,29.9%
18,19,Josh Doctson(FA),4,4,46,11.5,15,0,1,0,0,0,0,1,10.6,10.6,0.0%
19,20,Robert Foster(DAL),3,4,105,35.0,47,2,0,0,0,0,0,1,10.5,10.5,0.0%
20,21,Chris Godwin(TB),7,7,103,14.7,20,1,0,0,0,0,0,1,10.3,10.3,67.1%
21,22,John Ross(NYG),2,6,39,19.5,37,1,1,0,0,0,0,1,9.9,9.9,0.1%
22,23,Sterling Shepard(NYG),2,3,9,4.5,6,0,1,1,27,0,0,1,9.6,9.6,23.7%
23,24,Rashard Higgins(CLE),1,1,28,28.0,28,1,1,0,0,0,0,1,8.8,8.8,0.7%
24,25,Nelson Agholor(NE),5,7,83,16.6,51,1,0,0,0,0,0,1,8.3,8.3,13.6%
25,26,Josh Gordon(KC),4,12,81,20.3,44,2,0,0,0,0,0,1,8.1,8.1,1.8%
26,27,T.Y. Hilton(IND),3,7,77,25.7,35,2,0,0,0,0,0,1,7.7,7.7,16.8%
27,28,Amari Cooper(DAL),6,10,75,12.5,24,1,0,0,0,0,0,1,7.5,7.5,97.7%
28,29,Danny Amendola(HOU),7,10,72,10.3,39,1,0,0,0,0,0,1,7.2,7.2,0.1%
29,30,Marquise Goodwin(CHI),4,5,69,17.3,26,1,0,0,0,0,0,1,6.9,6.9,0.3%
30,31,DeSean Jackson(LV),5,8,67,13.4,24,1,0,0,0,0,0,1,6.7,6.7,4.4%
