,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Rashaad Penny(SEA),25,170,6.8,37,0,2,2,3,15,7.5,0,0,1,30.5,30.5,78.9%
1,2,Najee Harris(PIT),28,188,6.7,37,0,1,3,3,18,6.0,0,0,1,26.6,26.6,99.9%
2,3,Devin Singletary(BUF),23,110,4.8,20,0,2,0,1,0,0,0,0,1,23.0,23.0,89.1%
3,4,Rhamondre Stevenson(NE),19,107,5.6,15,0,2,0,0,0,0,0,0,1,22.7,22.7,50.4%
4,5,Darrel Williams(KC),14,88,6.3,19,0,2,3,3,19,6.3,0,0,1,22.7,22.7,79.6%
5,6,Boston Scott(PHI),14,47,3.4,14,0,2,4,4,39,9.8,0,0,1,20.6,20.6,27.7%
6,7,AJ Dillon(GB),14,63,4.5,9,0,2,2,3,20,10.0,0,0,1,20.3,20.3,87.4%
7,8,D'Onta Foreman(TEN),26,132,5.1,35,0,1,0,0,0,0,0,0,1,19.2,19.2,66.5%
8,9,David Montgomery(CHI),22,64,2.9,10,0,2,2,2,17,8.5,0,0,1,19.1,19.1,98.7%
9,10,Elijah Mitchell(SF),21,119,5.7,37,0,0,2,2,11,5.5,1,0,1,19.0,19.0,88.5%
10,11,Jonathan Taylor(IND),20,108,5.4,24,0,1,1,2,6,6.0,0,0,1,17.4,17.4,100.0%
11,12,Austin Ekeler(LAC),17,58,3.4,14,0,1,3,3,54,18.0,0,0,1,17.2,17.2,99.9%
12,13,Damien Harris(NE),9,35,3.9,7,0,2,1,1,12,12.0,0,0,1,16.7,16.7,89.8%
13,14,Alvin Kamara(NO),13,32,2.5,30,0,0,5,6,68,13.6,1,0,1,16.0,16.0,100.0%
14,15,Sony Michel(LAR),19,74,3.9,14,0,1,3,5,25,8.3,0,0,1,15.9,15.9,89.4%
15,16,Jaret Patterson(WAS),12,57,4.8,11,0,1,5,5,41,8.2,0,0,1,15.8,15.8,23.7%
16,17,Ty Johnson(NYJ),5,35,7.0,22,0,1,3,4,47,15.7,0,0,1,14.2,14.2,15.8%
17,18,Josh Jacobs(LV),16,63,3.9,9,0,1,4,4,17,4.3,0,0,1,14.0,14.0,98.0%
18,19,Dontrell Hilliard(TEN),8,45,5.6,39,0,1,3,3,33,11.0,0,0,1,13.8,13.8,27.5%
19,20,Chuba Hubbard(CAR),17,55,3.2,21,0,1,3,4,13,4.3,0,0,1,12.8,12.8,58.1%
20,21,Dare Ogunbowale(JAC),9,36,4.0,5,0,0,2,2,32,16.0,1,0,1,12.8,12.8,31.1%
21,22,Mike Davis(ATL),8,42,5.3,13,0,1,1,2,15,15.0,0,0,1,11.7,11.7,49.7%
22,23,Aaron Jones(GB),8,76,9.5,28,0,0,5,6,30,6.0,0,0,1,10.6,10.6,98.9%
23,24,Jamaal Williams(DET),11,22,2.0,6,0,1,3,3,22,7.3,0,0,1,10.4,10.4,58.2%
24,25,Saquon Barkley(NYG),21,102,4.9,10,0,0,0,1,0,0,0,0,1,10.2,10.2,97.6%
25,26,Joe Mixon(CIN),12,46,3.8,13,0,0,7,8,40,5.7,0,0,1,8.6,8.6,98.1%
26,27,Chase Edmonds(ARI),18,53,2.9,14,0,0,5,6,29,5.8,0,0,1,8.2,8.2,85.1%
27,28,Rex Burkhead(HOU),16,47,2.9,8,0,0,6,6,32,5.3,0,0,1,7.9,7.9,31.5%
28,29,Devonta Freeman(BAL),14,76,5.4,32,0,0,1,1,1,1.0,0,0,1,7.7,7.7,74.2%
29,30,Melvin Gordon III(DEN),10,43,4.3,12,0,0,3,4,29,9.7,0,0,1,7.2,7.2,87.8%
30,31,Duke Johnson Jr.(MIA),7,49,7.0,16,0,0,2,3,16,8.0,0,0,1,6.5,6.5,7.4%
31,32,Michael Carter(NYJ),3,54,18.0,55,0,0,1,1,9,9.0,0,0,1,6.3,6.3,79.1%
32,33,Justin Jackson(LAC),12,41,3.4,7,0,0,3,3,20,6.7,0,0,1,6.1,6.1,42.5%
33,34,Tony Pollard(DAL),3,9,3.0,5,0,0,3,5,49,16.3,0,0,1,5.8,5.8,75.3%
34,35,Nick Chubb(CLE),12,58,4.8,32,0,0,0,1,0,0,0,0,1,5.8,5.8,99.8%
35,36,Le'Veon Bell(FA),3,5,1.7,2,0,0,3,3,30,10.0,0,0,1,5.5,5.5,5.4%
36,37,Cordarrelle Patterson(ATL),9,28,3.1,13,0,0,2,2,24,12.0,0,0,1,5.2,5.2,95.1%
37,38,Ameer Abdullah(CAR),6,21,3.5,15,0,0,4,4,31,7.8,0,0,1,5.2,5.2,10.4%
38,39,Austin Walter(NYJ),14,49,3.5,14,0,0,0,0,0,0,0,0,1,4.9,4.9,1.4%
39,40,Devontae Booker(NYG),18,46,2.6,5,0,0,2,3,0,0.0,0,0,1,4.6,4.6,23.3%
40,41,Ke'Shawn Vaughn(TB),8,31,3.9,11,0,0,2,3,14,7.0,0,0,1,4.5,4.5,7.8%
41,42,Derrick Gore(KC),3,37,12.3,23,0,0,1,1,8,8.0,0,0,1,4.5,4.5,4.0%
42,43,Zack Moss(BUF),5,39,7.8,12,0,0,0,0,0,0,0,0,1,3.9,3.9,36.8%
43,44,D'Andre Swift(DET),4,32,8.0,31,0,0,2,3,7,3.5,0,0,1,3.9,3.9,97.2%
44,45,Ryquell Armstead(JAC),6,28,4.7,9,0,0,1,2,6,6.0,0,0,1,3.4,3.4,0.0%
45,46,Javonte Williams(DEN),14,30,2.1,7,0,0,1,1,2,2.0,0,0,1,3.2,3.2,92.7%
46,47,Latavius Murray(BAL),11,31,2.8,6,0,0,0,0,0,0,0,0,1,3.1,3.1,22.2%
47,48,Ezekiel Elliott(DAL),9,16,1.8,6,0,0,1,2,14,14.0,0,0,1,3.0,3.0,99.7%
48,49,Travis Homer(SEA),6,27,4.5,13,0,0,0,0,0,0,0,0,1,2.7,2.7,0.3%
49,50,Ronald Jones II(TB),10,26,2.6,7,0,0,1,1,1,1.0,0,0,1,2.7,2.7,83.5%
50,51,Jordan Howard(PHI),11,26,2.4,7,0,0,0,1,0,0,0,0,1,2.6,2.6,18.7%
51,52,Jonathan Ward(ARI),2,3,1.5,2,0,0,1,1,23,23.0,0,0,1,2.6,2.6,0.1%
52,53,Brandon Bolden(NE),1,4,4.0,4,0,0,2,3,21,10.5,0,0,1,2.5,2.5,10.7%
53,54,Royce Freeman(HOU),6,25,4.2,8,0,0,0,1,0,0,0,0,1,2.5,2.5,5.2%
54,55,Jalen Richard(LV),1,4,4.0,4,0,0,1,1,19,19.0,0,0,1,2.3,2.3,0.7%
55,56,Myles Gaskin(MIA),5,23,4.6,8,0,0,0,1,0,0,0,0,1,2.3,2.3,83.2%
56,57,Wendell Smallwood(FA),4,12,3.0,4,0,0,2,3,10,5.0,0,0,1,2.2,2.2,0.0%
57,58,Jaylen Samuels(ARI),3,7,2.3,3,0,0,3,3,14,4.7,0,0,1,2.1,2.1,0.1%
58,59,Qadree Ollison(ATL),3,19,6.3,11,0,0,0,0,0,0,0,0,1,1.9,1.9,0.3%
59,60,Patrick Taylor Jr.(GB),6,18,3.0,11,0,0,0,0,0,0,0,0,1,1.8,1.8,0.3%
60,61,Nyheim Hines(IND),2,4,2.0,3,0,0,4,4,14,3.5,0,0,1,1.8,1.8,44.8%
61,62,Jeremy McNichols(FA),2,14,7.0,12,0,0,0,0,0,0,0,0,1,1.4,1.4,7.6%
62,63,D'Ernest Johnson(CLE),5,13,2.6,4,0,0,1,3,1,1.0,0,0,1,1.4,1.4,18.7%
63,64,Samaje Perine(CIN),1,4,4.0,4,0,0,1,1,10,10.0,0,0,1,1.4,1.4,15.2%
64,65,Craig Reynolds(DET),4,4,1.0,3,0,0,1,1,9,9.0,0,0,1,1.3,1.3,12.7%
65,66,Alexander Mattison(MIN),0,0,0,0,0,0,4,5,13,3.3,0,0,1,1.3,1.3,75.0%
66,67,Dalvin Cook(MIN),9,13,1.4,6,0,0,3,3,0,0.0,0,0,1,1.3,1.3,100.0%
67,68,Peyton Barber(LV),6,3,0.5,3,0,0,2,2,9,4.5,0,0,1,1.2,1.2,1.2%
68,69,Jonathan Williams(WAS),2,4,2.0,3,0,0,2,3,7,3.5,0,0,1,1.1,1.1,0.6%
69,70,Khalil Herbert(CHI),2,9,4.5,7,0,0,0,0,0,0,0,0,1,0.9,0.9,13.4%
70,71,Kyle Juszczyk(SF),0,0,0,0,0,0,2,2,9,4.5,0,0,1,0.9,0.9,1.0%
71,72,Phillip Lindsay(MIA),2,1,0.5,1,0,0,1,1,8,8.0,0,0,1,0.9,0.9,9.0%
72,73,JaMycal Hasty(SF),0,0,0,0,0,0,1,1,6,6.0,0,0,1,0.6,0.6,4.2%
73,74,Adam Prentice(NO),1,2,2.0,2,0,0,1,1,4,4.0,0,0,1,0.6,0.6,0.0%
74,75,Kenneth Gainwell(PHI),1,4,4.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,12.8%
