player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1,59,59,100,2,0,59,59,20.0,33.9,16,2012
Ben Roethlisberger,QB,PIT,1,62,62,86,0,0,56,56,7.4,11.9,16,2012
Chad Henne,QB,KC,1,6,6,9,33,0,33,33,0.0,0.0,16,2012
DeSean Jackson,WR,LV,1,36,36,52,0,14,11,14,4.4,12.2,16,2012
Jared Cook,TE,LAC,1,39,39,63,0,13,8,13,6.4,16.4,16,2012
Josh Johnson,QB,BAL,1,59,59,100,8,0,76,76,20.2,34.2,16,2012
Marcedes Lewis,TE,GB,1,25,25,42,0,12,8,12,0.2,0.8,16,2012
Matt Ryan,QB,ATL,1,46,46,100,9,0,61,61,13.1,28.5,16,2012
Matthew Stafford,QB,LAR,1,70,70,100,4,0,57,57,9.7,13.9,16,2012
Tom Brady,QB,TB,1,64,64,93,2,0,48,48,14.4,22.5,16,2012
Emmanuel Sanders,WR,BUF,1,65,65,82,0,6,3,6,2.0,3.1,16,2012
Jimmy Graham,TE,CHI,1,21,21,28,0,10,10,10,9.0,42.9,16,2012
Rob Gronkowski,TE,TB,1,60,60,87,0,3,2,3,2.3,3.8,16,2012
Antonio Brown,WR,TB,1,53,53,77,0,28,19,28,10.1,19.1,16,2012
A.J. Green,WR,ARI,1,56,56,86,0,5,2,5,3.3,5.9,16,2012
Blaine Gabbert,QB,TB,1,3,3,4,0,0,33,33,0.0,0.0,16,2012
Julio Jones,WR,TEN,1,31,31,50,0,3,3,3,0.7,2.3,16,2012
Cam Newton,QB,CAR,1,26,26,37,19,0,69,69,5.6,21.5,16,2012
Mark Ingram II,RB,NO,1,24,24,46,17,0,17,17,1.7,7.1,16,2012
Kyle Rudolph,TE,NYG,1,17,17,22,0,6,0,6,0.0,0.0,16,2012
Ryan Tannehill,QB,TEN,1,62,62,100,5,0,52,52,14.6,23.5,16,2012
Nick Foles,QB,CHI,1,74,74,100,5,0,53,53,16.8,22.7,16,2012
Kirk Cousins,QB,MIN,1,63,63,100,6,0,67,67,17.3,27.5,16,2012
Russell Wilson,QB,SEA,1,56,56,100,4,0,52,52,16.5,29.5,16,2012
T.Y. Hilton,WR,IND,1,47,47,67,0,11,9,11,11.1,23.6,16,2012
Marvin Jones Jr.,WR,JAC,1,60,60,82,0,22,13,22,7.4,12.3,16,2012
Brandon Bolden,RB,NE,1,34,34,53,6,15,12,21,2.4,7.1,16,2012
Josh Gordon,WR,KC,1,8,8,12,0,38,0,38,0.0,0.0,16,2012
Marquise Goodwin,WR,CHI,1,23,23,31,0,9,9,9,2.3,10.0,16,2012
Kenny Stills,WR,NO,1,17,17,33,0,6,6,6,0.4,2.4,16,2012
Cordarrelle Patterson,RB,ATL,1,25,25,54,28,8,32,36,7.3,29.2,16,2012
Keenan Allen,WR,LAC,1,55,55,89,0,11,7,11,3.5,6.4,16,2012
Tavon Austin,WR,JAC,1,43,43,59,7,16,21,23,8.9,20.7,16,2012
Le'Veon Bell,RB,TB,1,3,3,4,67,0,67,67,-0.1,-3.3,16,2012
Rex Burkhead,RB,HOU,1,42,42,62,52,5,57,57,26.9,64.0,16,2012
Mike Glennon,QB,NYG,1,36,36,47,6,0,81,81,7.8,21.7,16,2012
Zach Ertz,TE,ARI,1,63,63,97,0,21,13,21,5.4,8.6,16,2012
Kyle Juszczyk,RB,SF,1,32,32,54,0,16,9,16,4.5,14.1,16,2012
Latavius Murray,RB,BAL,1,17,17,29,29,6,35,35,2.4,14.1,16,2012
Demetrius Harris,TE,ARI,1,21,21,32,0,5,5,5,0.3,1.4,16,2012
Derek Carr,QB,LV,1,69,69,100,10,0,46,46,9.5,13.8,16,2012
Devonta Freeman,RB,BAL,1,33,33,56,18,6,24,24,8.0,24.2,16,2012
Davante Adams,WR,GB,1,55,55,93,0,24,18,24,23.4,42.5,16,2012
Odell Beckham Jr.,WR,LAR,1,64,64,91,0,13,6,13,9.7,15.2,16,2012
Jarvis Landry,WR,CLE,1,54,54,79,0,13,7,13,5.5,10.2,16,2012
Jimmy Garoppolo,QB,SF,1,59,59,100,2,0,61,61,15.2,25.8,16,2012
Damien Williams,RB,CHI,1,9,9,12,11,22,22,33,1.4,15.6,16,2012
Keith Smith,RB,ATL,1,12,12,26,0,0,0,0,0.0,0.0,16,2012
Adam Thielen,WR,MIN,1,23,23,37,0,13,13,13,4.0,17.4,16,2012
Cameron Brate,TE,TB,1,31,31,45,0,13,6,13,7.1,22.9,16,2012
Diontae Spencer,WR,DEN,1,1,1,2,0,0,0,0,0.0,0.0,16,2012
Amari Cooper,WR,DAL,1,52,52,71,0,21,13,21,14.5,27.9,16,2012
DeVante Parker,WR,MIA,1,46,46,71,0,0,0,0,0.0,0.0,16,2012
Melvin Gordon III,RB,DEN,1,23,23,55,30,4,35,35,0.0,0.0,16,2012
Ameer Abdullah,RB,CAR,1,23,23,33,9,26,22,35,0.9,3.9,16,2012
Tevin Coleman,RB,NYJ,1,19,19,33,74,5,79,79,6.1,32.1,16,2012
Taylor Heinicke,QB,WAS,1,43,43,72,2,0,53,53,6.7,15.6,16,2012
Duke Johnson Jr.,RB,MIA,1,23,23,35,57,0,57,57,3.9,17.0,16,2012
Mike Davis,RB,ATL,1,26,26,57,27,4,31,31,3.5,13.5,16,2012
Tyler Kroft,TE,NYJ,1,50,50,86,0,10,6,10,2.9,5.8,16,2012
MyCole Pruitt,TE,TEN,1,27,27,44,0,0,0,0,0.0,0.0,16,2012
Blake Bell,TE,KC,1,25,25,36,0,4,4,4,1.1,4.4,16,2012
Tyler Lockett,WR,SEA,1,48,48,86,0,13,6,13,3.0,6.3,16,2012
Ty Montgomery,RB,NO,1,24,24,46,0,0,0,0,0.0,0.0,16,2012
Phillip Dorsett II,WR,HOU,1,23,23,34,0,26,13,26,5.5,23.9,16,2012
Stefon Diggs,WR,BUF,1,65,65,82,0,20,11,20,14.5,22.3,16,2012
Jake Kumerow,WR,BUF,1,16,16,20,0,19,6,19,1.3,8.1,16,2012
C.J. Uzomah,TE,CIN,1,49,49,64,0,14,10,14,3.6,7.3,16,2012
DeAndre Carter,WR,WAS,1,13,13,22,8,15,15,23,2.0,15.4,16,2012
James O'Shaughnessy,TE,JAC,1,42,42,58,0,10,10,10,4.9,11.7,16,2012
Chris Conley,WR,HOU,1,50,50,74,0,6,6,6,12.0,24.0,16,2012
Geoff Swaim,TE,TEN,1,39,39,63,0,8,8,8,1.0,2.6,16,2012
Michael Burton,RB,KC,1,13,13,19,8,0,8,8,0.2,1.5,16,2012
Damiere Byrd,WR,CHI,1,62,62,84,0,5,2,5,3.1,5.0,16,2012
Eric Tomlinson,TE,BAL,1,12,12,20,0,0,0,0,0.0,0.0,16,2012
Adam Humphries,WR,WAS,1,40,40,67,0,15,5,15,0.4,1.0,16,2012
Laquon Treadwell,WR,JAC,1,64,64,88,0,8,6,8,5.4,8.4,16,2012
Ezekiel Elliott,RB,DAL,1,42,42,58,21,2,24,24,16.2,38.6,16,2012
Carson Wentz,QB,IND,1,70,70,100,3,0,43,43,17.4,24.9,16,2012
Tyler Boyd,WR,CIN,1,69,69,91,0,7,4,7,14.5,21.0,16,2012
Devontae Booker,RB,NYG,1,41,41,54,15,10,24,24,4.6,11.2,16,2012
Pharoh Cooper,WR,NYG,1,36,36,47,0,3,0,3,0.0,0.0,16,2012
Hunter Henry,TE,NE,1,55,55,86,0,11,2,11,0.9,1.6,16,2012
Austin Hooper,TE,CLE,1,37,37,54,0,14,8,14,2.6,7.0,16,2012
Jordan Howard,RB,PHI,1,22,22,35,41,18,50,59,5.6,25.5,16,2012
Rashard Higgins,WR,CLE,1,44,44,65,0,14,11,14,5.8,13.2,16,2012
Dak Prescott,QB,DAL,1,61,61,84,7,0,70,70,31.3,51.3,16,2012
Jonathan Williams,RB,WAS,1,24,24,40,13,8,17,21,1.1,4.6,16,2012
Tyler Higbee,TE,LAR,1,64,64,91,0,9,8,9,4.1,6.4,16,2012
Jacoby Brissett,QB,MIA,1,4,4,6,0,0,0,0,0.0,0.0,16,2012
Nick Vannett,TE,NO,1,41,41,79,0,2,0,2,0.0,0.0,16,2012
Chris Moore,WR,HOU,1,31,31,46,0,13,13,13,4.0,12.9,16,2012
Demarcus Robinson,WR,KC,1,46,46,67,0,4,4,4,1.5,3.3,16,2012
Robby Anderson,WR,CAR,1,67,67,96,0,15,7,15,5.8,8.7,16,2012
Alex Erickson,WR,CAR,1,3,3,4,0,33,0,33,0.0,0.0,16,2012
Stephen Anderson,TE,LAC,1,22,22,35,0,9,9,9,3.4,15.5,16,2012
Andy Janovich,RB,CLE,1,6,6,9,0,33,33,33,0.6,10.0,16,2012
Tyreek Hill,WR,KC,1,29,29,42,0,7,7,7,1.9,6.6,16,2012
Peyton Barber,RB,LV,1,12,12,17,42,8,50,50,8.2,68.3,16,2012
J.P. Holtz,TE,CHI,1,13,13,18,0,0,0,0,0.0,0.0,16,2012
Chester Rogers,WR,TEN,1,31,31,50,0,3,3,3,0.3,1.0,16,2012
Kalif Raymond,WR,DET,1,46,46,69,2,11,9,13,1.7,3.7,16,2012
Marvin Hall,WR,ATL,1,5,5,11,0,20,20,20,1.0,20.0,16,2012
Jaydon Mickens,WR,JAC,1,1,1,1,0,0,0,0,0.0,0.0,16,2012
Jalen Richard,RB,LV,1,10,10,14,10,10,20,20,0.9,9.0,16,2012
C.J. Ham,RB,MIN,1,20,20,32,0,10,10,10,1.3,6.5,16,2012
Tommylee Lewis,WR,MIA,1,3,3,5,0,67,33,67,0.7,23.3,16,2012
Elijhaa Penny,RB,NYG,1,13,13,17,8,31,38,38,2.0,15.4,16,2012
O.J. Howard,TE,TB,1,24,24,35,0,0,0,0,0.0,0.0,16,2012
David Njoku,TE,CLE,1,39,39,57,0,5,0,5,0.0,0.0,16,2012
D'Onta Foreman,RB,TEN,1,21,21,34,43,0,43,43,7.7,36.7,16,2012
Evan Engram,TE,NYG,1,59,59,78,0,8,7,8,7.7,13.1,16,2012
Patrick Mahomes II,QB,KC,1,63,63,91,0,0,48,48,22.3,35.4,16,2012
Joe Mixon,RB,CIN,1,62,62,82,29,10,39,39,25.5,41.1,16,2012
Alvin Kamara,RB,NO,1,31,31,60,42,13,48,55,5.9,19.0,16,2012
Samaje Perine,RB,CIN,1,11,11,14,0,18,18,18,0.6,5.5,16,2012
Jamaal Williams,RB,DET,1,28,28,42,68,0,68,68,7.7,27.5,16,2012
Zay Jones,WR,LV,1,52,52,75,0,15,12,15,5.0,9.6,16,2012
Cooper Kupp,WR,LAR,1,68,68,97,1,19,16,21,11.3,16.6,16,2012
Dede Westbrook,WR,MIN,1,27,27,43,0,0,0,0,0.0,0.0,16,2012
Josh Reynolds,WR,DET,1,53,53,79,0,13,4,13,3.6,6.8,16,2012
Jeremy McNichols,RB,TEN,1,26,26,42,27,4,27,31,3.1,11.9,16,2012
Corey Clement,RB,DAL,1,7,7,10,57,0,57,57,1.8,25.7,16,2012
Gerald Everett,TE,SEA,1,47,47,84,0,11,9,11,12.8,27.2,16,2012
Jonnu Smith,TE,NE,1,21,21,33,0,0,0,0,0.0,0.0,16,2012
Jeremy Sprinkle,TE,DAL,1,17,17,23,0,0,0,0,0.0,0.0,16,2012
Cooper Rush,QB,DAL,1,12,12,16,17,0,42,42,6.8,56.7,16,2012
Kenny Golladay,WR,NYG,1,61,61,80,0,13,5,13,2.2,3.6,16,2012
Mack Hollins,WR,MIA,1,11,11,17,0,18,9,18,4.0,36.4,16,2012
George Kittle,TE,SF,1,59,59,100,0,5,3,5,2.1,3.6,16,2012
Trent Taylor,WR,CIN,1,1,1,1,0,0,0,0,0.0,0.0,16,2012
Jacob Hollister,TE,JAC,1,36,36,49,0,6,6,6,2.0,5.6,16,2012
Tim Patrick,WR,DEN,1,36,36,86,0,11,6,11,1.8,5.0,16,2012
Mo Alie-Cox,TE,IND,1,63,63,90,0,6,3,6,4.2,6.7,16,2012
Isaiah McKenzie,WR,BUF,1,67,67,85,1,18,18,19,18.4,27.5,16,2012
Aaron Jones,RB,GB,1,33,33,56,36,18,52,55,8.7,26.4,16,2012
Ricky Seals-Jones,TE,WAS,1,27,27,45,0,4,4,4,-0.4,-1.5,16,2012
Anthony Firkser,TE,TEN,1,16,16,26,0,6,6,6,1.3,8.1,16,2012
Keelan Cole Sr.,WR,NYJ,1,43,43,74,0,5,5,5,2.5,5.8,16,2012
Dare Ogunbowale,RB,JAC,1,60,60,82,28,7,32,35,13.2,22.0,16,2012
Marcus Kemp,WR,KC,1,11,11,16,0,0,0,0,0.0,0.0,16,2012
Pharaoh Brown,TE,HOU,1,46,46,68,0,7,4,7,1.0,2.2,16,2012
Kendrick Bourne,WR,NE,1,30,30,47,0,13,7,13,3.3,11.0,16,2012
Cyril Grayson Jr.,WR,TB,1,53,53,77,2,6,8,8,9.5,17.9,16,2012
Mason Rudolph,QB,PIT,1,10,10,14,10,0,90,90,3.1,31.0,16,2012
Sam Darnold,QB,CAR,1,44,44,63,2,0,75,75,8.7,19.8,16,2012
Baker Mayfield,QB,CLE,1,68,68,100,3,0,56,56,14.0,20.6,16,2012
Saquon Barkley,RB,NYG,1,26,26,34,58,4,62,62,2.8,10.8,16,2012
Ronald Jones II,RB,TB,1,35,35,51,57,9,63,66,14.1,40.3,16,2012
Royce Freeman,RB,HOU,1,24,24,35,50,0,50,50,3.4,14.2,16,2012
Nick Chubb,RB,CLE,1,41,41,60,41,10,49,51,24.4,59.5,16,2012
Myles Gaskin,RB,MIA,1,20,20,31,15,15,20,30,1.6,8.0,16,2012
Courtland Sutton,WR,DEN,1,33,33,79,0,15,12,15,3.3,10.0,16,2012
James Washington,WR,PIT,1,22,22,31,0,9,0,9,0.0,0.0,16,2012
Michael Gallup,WR,DAL,1,48,48,66,0,10,4,10,5.3,11.0,16,2012
Cedrick Wilson Jr.,WR,DAL,1,26,26,36,0,12,8,12,1.0,3.8,16,2012
DJ Moore,WR,CAR,1,60,60,86,0,20,8,20,5.5,9.2,16,2012
Christian Kirk,WR,ARI,1,55,55,85,0,16,13,16,4.8,8.7,16,2012
Mark Andrews,TE,BAL,1,47,47,80,0,21,17,21,18.5,39.4,16,2012
Dallas Goedert,TE,PHI,1,53,53,84,0,8,4,8,2.8,5.3,16,2012
Jaylen Samuels,RB,HOU,1,1,1,1,0,0,0,0,0.0,0.0,16,2012
Mike Gesicki,TE,MIA,1,49,49,75,0,8,6,8,2.2,4.5,16,2012
Hayden Hurst,TE,ATL,1,22,22,48,0,9,9,9,8.1,36.8,16,2012
Braxton Berrios,WR,NYJ,1,48,48,83,2,13,13,15,10.0,20.8,16,2012
Nyheim Hines,RB,IND,1,18,18,26,17,6,22,22,1.8,10.0,16,2012
Josh Allen,QB,BUF,1,79,79,100,15,0,75,75,31.0,39.2,16,2012
Justin Jackson,RB,LAC,1,45,45,73,24,20,42,44,26.2,58.2,16,2012
Allen Lazard,WR,GB,1,51,51,86,2,10,6,12,11.8,23.1,16,2012
Equanimeous St. Brown,WR,GB,1,48,48,81,2,0,2,2,-1.0,-2.1,16,2012
