rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
60,Darren Fells,2,4,2,1.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0,,TE,14,2019
61,Durham Smythe,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.1,MIA,TE,14,2019
62,Ross Travis,1,1,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.0,,TE,14,2019
70,Matthew Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,14,2019
77,Charles Jones,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,14,2019
108,Stephen Carlson,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CLE,TE,14,2019
115,Jordan Thomas,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,DET,TE,14,2019
117,Tanner Hudson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SF,TE,14,2019
118,Dalton Schultz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,89.9,DAL,TE,14,2019
121,Tyrone Swoopes,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,14,2019
124,Hale Hentges,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,14,2019
127,Jace Sternberger,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,PIT,TE,14,2019
138,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,14,2019
139,Ross Dwelley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,SF,TE,14,2019
143,Jaeden Graham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ATL,TE,14,2019
150,Kendall Blanton,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.2,LAR,TE,14,2019
188,Cethan Carter,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIA,TE,14,2019
189,Luke Stocker,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIN,TE,14,2019
190,Lee Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,14,2019
192,Lance Kendricks,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,14,2019
201,Derek Carrier,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LV,TE,14,2019
202,Garrett Celek,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,14,2019
208,Clark Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,14,2019
214,Nick Vannett,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,NO,TE,14,2019
216,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,14,2019
217,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SEA,TE,14,2019
219,James Winchester,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,KC,TE,14,2019
220,Beau Brinkley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,CHI,TE,14,2019
221,Darrell Daniels,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ARI,TE,14,2019
223,Jeremy Sprinkle,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,DAL,TE,14,2019
227,Johnny Mundt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,14,2019
231,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NO,TE,14,2019
236,Ben Koyack,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,14,2019
237,Tyler Kroft,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,NYJ,TE,14,2019
238,Blake Bell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,KC,TE,14,2019
241,Maxx Williams,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.4,ARI,TE,14,2019
242,Kyle Nelson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,14,2019
243,Scott Simonson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,14,2019
1,Travis Kelce,11,13,142,12.9,21,1,0,0,0,0,0,1,14.2,14.2,100.0,KC,TE,15,2019
2,George Kittle,13,17,134,10.3,21,2,0,0,0,0,0,1,13.4,13.4,99.7,SF,TE,15,2019
3,Ricky Seals-Jones,3,4,29,9.7,26,1,2,0,0,0,1,1,12.9,12.9,10.8,WAS,TE,15,2019
4,Darren Waller,8,10,122,15.3,36,2,0,0,0,0,0,1,12.2,12.2,92.6,LV,TE,15,2019
5,Zach Ertz,5,10,61,12.2,27,1,1,0,0,0,0,1,12.1,12.1,85.8,ARI,TE,15,2019
6,Jonnu Smith,5,5,60,12.0,23,1,0,1,57,0,0,1,11.7,11.7,22.7,NE,TE,15,2019
7,Mark Andrews,4,7,52,13.0,36,1,1,0,0,0,0,1,11.2,11.2,99.9,BAL,TE,15,2019
8,Tyler Higbee,12,14,111,9.3,26,1,0,0,0,0,0,1,11.1,11.1,77.4,LAR,TE,15,2019
9,Jason Witten,4,5,36,9.0,19,0,1,0,0,0,0,1,9.6,9.6,0.1,,TE,15,2019
10,Tyler Kroft,1,1,14,14.0,14,0,1,0,0,0,0,1,7.4,7.4,0.2,NYJ,TE,15,2019
11,Cethan Carter,2,2,13,6.5,8,0,1,0,0,0,0,1,7.3,7.3,0.0,MIA,TE,15,2019
12,Irv Smith Jr.,2,3,8,4.0,7,0,1,0,0,0,0,1,6.8,6.8,7.3,MIN,TE,15,2019
13,Dan Arnold,1,1,6,6.0,6,0,1,0,0,0,0,1,6.6,6.6,6.7,JAC,TE,15,2019
14,Josh Hill,1,1,5,5.0,5,0,1,0,0,0,0,1,6.5,6.5,0.0,,TE,15,2019
15,Noah Fant,2,3,56,28.0,43,1,0,0,0,0,0,1,5.6,5.6,80.3,DEN,TE,15,2019
16,Dallas Goedert,5,6,55,11.0,20,1,0,0,0,0,0,1,5.5,5.5,89.8,PHI,TE,15,2019
17,Jared Cook,4,4,54,13.5,20,1,0,0,0,0,0,1,5.4,5.4,50.2,LAC,TE,15,2019
18,Kyle Rudolph,3,3,48,16.0,22,2,0,0,0,0,0,1,4.8,4.8,0.3,NYG,TE,15,2019
19,Mike Gesicki,4,8,47,11.8,24,1,0,0,0,0,0,1,4.7,4.7,87.6,MIA,TE,15,2019
20,O.J. Howard,4,7,46,11.5,25,1,0,0,0,0,0,1,4.6,4.6,1.2,TB,TE,15,2019
21,Tyler Eifert,3,5,44,14.7,24,1,0,0,0,0,0,1,4.4,4.4,0.0,,TE,15,2019
22,Blake Bell,2,2,41,20.5,30,1,0,0,0,0,0,1,4.1,4.1,0.2,KC,TE,15,2019
23,Nick Vannett,5,6,40,8.0,13,0,0,0,0,0,0,1,4.0,4.0,0.1,NO,TE,15,2019
24,Blake Jarwin,2,3,40,20.0,20,2,0,0,0,0,0,1,4.0,4.0,2.7,DAL,TE,15,2019
25,Kaden Smith,3,3,38,12.7,27,1,0,0,0,0,0,1,3.8,3.8,0.0,NYG,TE,15,2019
26,Clive Walford,2,4,34,17.0,19,0,0,0,0,0,0,1,3.4,3.4,0.0,,TE,15,2019
27,Cameron Brate,3,7,33,11.0,16,0,0,0,0,0,0,1,3.3,3.3,2.8,TB,TE,15,2019
28,Jesse James,3,5,31,10.3,13,0,0,0,0,0,0,1,3.1,3.1,0.0,CHI,TE,15,2019
29,Jacob Hollister,3,3,23,7.7,8,0,0,0,0,0,0,1,2.3,2.3,0.0,JAC,TE,15,2019
30,Seth DeValve,2,2,23,11.5,12,0,0,0,0,0,0,1,2.3,2.3,0.0,,TE,15,2019
31,Ian Thomas,2,3,23,11.5,12,0,0,0,0,0,0,1,2.3,2.3,0.1,CAR,TE,15,2019
32,Matt LaCosse,3,3,22,7.3,14,0,0,0,0,0,0,1,2.2,2.2,0.0,,TE,15,2019
33,Jack Doyle,2,5,21,10.5,11,0,0,0,0,0,0,1,2.1,2.1,2.2,IND,TE,15,2019
34,Austin Hooper,3,6,20,6.7,9,0,0,0,0,0,0,1,2.0,2.0,28.8,CLE,TE,15,2019
35,Hayden Hurst,1,2,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,0.9,ATL,TE,15,2019
36,Charles Clay,1,2,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,0.0,,TE,15,2019
37,Johnny Mundt,2,3,15,7.5,9,0,0,0,0,0,0,1,1.5,1.5,0.0,LAR,TE,15,2019
38,Tanner Hudson,1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,0.0,SF,TE,15,2019
39,Demetrius Harris,1,2,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.1,ARI,TE,15,2019
40,Andrew Beck,2,3,13,6.5,10,0,0,0,0,0,0,1,1.3,1.3,0.0,DEN,TE,15,2019
41,Jeremy Sprinkle,2,2,13,6.5,7,0,0,0,0,0,0,1,1.3,1.3,0.0,DAL,TE,15,2019
42,Dawson Knox,1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,87.2,BUF,TE,15,2019
43,Isaac Nauta,1,2,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.0,GB,TE,15,2019
44,Luke Stocker,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0,MIN,TE,15,2019
45,Hunter Henry,2,2,29,14.5,24,1,0,0,0,0,1,1,0.9,0.9,65.9,NE,TE,15,2019
46,C.J. Uzomah,1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,20.8,CIN,TE,15,2019
47,Anthony Firkser,1,4,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,3.7,TEN,TE,15,2019
48,Jordan Akins,2,2,7,3.5,5,0,0,0,0,0,0,1,0.7,0.7,0.3,HOU,TE,15,2019
49,Troy Fumagalli,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0,NE,TE,15,2019
50,Marcedes Lewis,1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.2,GB,TE,15,2019
51,Robert Tonyan,1,2,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,18.6,GB,TE,15,2019
52,Derek Carrier,1,2,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0,LV,TE,15,2019
53,Daniel Brown,1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0,NYJ,TE,15,2019
54,Maxx Williams,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.4,ARI,TE,15,2019
55,Zach Gentry,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.2,PIT,TE,15,2019
56,Darren Fells,1,2,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0,,TE,15,2019
57,Scott Simonson,1,1,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.0,,TE,15,2019
70,Matthew Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,15,2019
106,Ross Dwelley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,SF,TE,15,2019
110,Dalton Schultz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,89.9,DAL,TE,15,2019
111,Jordan Thomas,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,DET,TE,15,2019
114,Durham Smythe,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,MIA,TE,15,2019
118,Tyler Conklin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,40.5,MIN,TE,15,2019
120,Stephen Carlson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CLE,TE,15,2019
122,Hale Hentges,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,15,2019
128,Tyrone Swoopes,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,15,2019
131,Jaeden Graham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ATL,TE,15,2019
136,Jace Sternberger,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,PIT,TE,15,2019
142,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,15,2019
182,Lee Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,15,2019
183,Virgil Green,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,15,2019
184,Lance Kendricks,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,15,2019
185,Jimmy Graham,1,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.8,CHI,TE,15,2019
191,Levine Toilolo,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYG,TE,15,2019
198,Benjamin Watson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.8,,TE,15,2019
200,Clark Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,15,2019
205,James Winchester,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,KC,TE,15,2019
206,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SEA,TE,15,2019
207,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,15,2019
211,Beau Brinkley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,CHI,TE,15,2019
212,Eric Tomlinson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,BAL,TE,15,2019
216,Mason Schreck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,15,2019
217,Mo Alie-Cox,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.2,IND,TE,15,2019
223,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NO,TE,15,2019
224,Joshua Perkins,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,15,2019
226,Logan Thomas,0,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,27.1,WAS,TE,15,2019
230,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,JAC,TE,15,2019
231,Nick O'Leary,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,15,2019
232,Ben Koyack,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,15,2019
233,Jeff Heuerman,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,15,2019
234,Nick Boyle,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,BAL,TE,15,2019
235,MyCole Pruitt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,TEN,TE,15,2019
238,Kyle Nelson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,15,2019
239,J.P. Holtz,1,1,-1,-1.0,0,0,0,0,0,0,0,1,-0.1,-0.1,0.0,CHI,TE,15,2019
240,Jesper Horsted,1,3,9,9.0,9,0,0,0,0,0,1,1,-1.1,-1.1,0.0,CHI,TE,15,2019
1,Mark Andrews,6,9,93,15.5,39,2,2,0,0,0,0,1,21.3,21.3,99.9,BAL,TE,16,2019
2,Jared Cook,3,4,84,28.0,61,1,2,0,0,0,0,1,20.4,20.4,50.2,LAC,TE,16,2019
3,Mike Gesicki,6,12,82,13.7,31,1,2,0,0,0,0,1,20.2,20.2,87.6,MIA,TE,16,2019
4,Kaden Smith,6,8,35,5.8,10,0,2,0,0,0,0,1,15.5,15.5,0.0,NYG,TE,16,2019
5,Dallas Goedert,9,12,91,10.1,22,1,1,0,0,0,0,1,15.1,15.1,89.8,PHI,TE,16,2019
6,George Kittle,5,8,79,15.8,36,1,1,0,0,0,0,1,13.9,13.9,99.7,SF,TE,16,2019
7,Tyler Eifert,4,8,57,14.3,25,1,1,0,0,0,0,1,13.7,13.7,0.0,,TE,16,2019
8,Travis Kelce,8,9,74,9.3,13,0,1,0,0,0,0,1,13.4,13.4,100.0,KC,TE,16,2019
9,Jonnu Smith,3,4,63,21.0,41,1,1,0,0,0,0,1,12.3,12.3,22.7,NE,TE,16,2019
10,Tyler Higbee,9,11,104,11.6,20,1,0,0,0,0,0,1,10.4,10.4,77.4,LAR,TE,16,2019
11,C.J. Uzomah,4,4,37,9.3,17,0,1,0,0,0,0,1,9.7,9.7,20.8,CIN,TE,16,2019
12,Hale Hentges,2,2,28,14.0,22,1,1,0,0,0,0,1,8.8,8.8,0.0,,TE,16,2019
13,Austin Hooper,7,9,82,11.7,31,2,0,0,0,0,0,1,8.2,8.2,28.8,CLE,TE,16,2019
14,Matt LaCosse,1,1,8,8.0,8,0,1,0,0,0,0,1,6.8,6.8,0.0,,TE,16,2019
15,Jacob Hollister,5,6,64,12.8,20,1,0,0,0,0,0,1,6.4,6.4,0.0,JAC,TE,16,2019
16,Demetrius Harris,1,3,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,0.1,ARI,TE,16,2019
17,O.J. Howard,3,7,46,15.3,18,0,0,0,0,0,0,1,4.6,4.6,1.2,TB,TE,16,2019
18,Seth DeValve,3,6,45,15.0,20,1,0,0,0,0,0,1,4.5,4.5,0.0,,TE,16,2019
19,Hunter Henry,5,7,45,9.0,17,0,0,0,0,0,0,1,4.5,4.5,65.9,NE,TE,16,2019
20,Darren Waller,4,4,37,9.3,20,1,0,0,0,0,0,1,3.7,3.7,92.6,LV,TE,16,2019
21,Maxx Williams,2,2,36,18.0,28,1,0,0,0,0,0,1,3.6,3.6,0.4,ARI,TE,16,2019
22,Dawson Knox,1,4,33,33.0,33,1,0,0,0,0,0,1,3.3,3.3,87.2,BUF,TE,16,2019
23,Greg Olsen,2,5,33,16.5,28,1,0,0,0,0,0,1,3.3,3.3,7.0,,TE,16,2019
24,Trevon Wesco,1,1,32,32.0,32,1,0,0,0,0,0,1,3.2,3.2,0.0,NYJ,TE,16,2019
25,Codey McElroy,1,1,30,30.0,30,1,0,0,0,0,0,1,3.0,3.0,0.0,TB,TE,16,2019
26,Zach Ertz,4,6,28,7.0,10,0,0,0,0,0,0,1,2.8,2.8,85.8,ARI,TE,16,2019
27,Darren Fells,3,3,27,9.0,17,0,0,0,0,0,0,1,2.7,2.7,0.0,,TE,16,2019
28,Ross Dwelley,1,1,25,25.0,25,1,0,0,0,0,0,1,2.5,2.5,0.1,SF,TE,16,2019
29,Nick Boyle,3,4,24,8.0,16,0,0,0,0,0,0,1,2.4,2.4,0.1,BAL,TE,16,2019
30,Ricky Seals-Jones,1,2,23,23.0,23,1,0,0,0,0,0,1,2.3,2.3,10.8,WAS,TE,16,2019
31,Mo Alie-Cox,1,1,21,21.0,21,1,0,0,0,0,0,1,2.1,2.1,2.2,IND,TE,16,2019
32,Jesper Horsted,1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,0.0,CHI,TE,16,2019
33,Dan Arnold,1,3,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,6.7,JAC,TE,16,2019
34,Ross Travis,1,2,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,0.0,,TE,16,2019
35,Nick Vannett,1,1,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,0.1,NO,TE,16,2019
36,Durham Smythe,2,2,18,9.0,13,0,0,0,0,0,0,1,1.8,1.8,0.1,MIA,TE,16,2019
37,Logan Thomas,2,3,17,8.5,9,0,0,0,0,0,0,1,1.7,1.7,27.1,WAS,TE,16,2019
38,Jack Doyle,2,4,17,8.5,11,0,0,0,0,0,0,1,1.7,1.7,2.2,IND,TE,16,2019
39,Cameron Brate,2,5,17,8.5,12,0,0,0,0,0,0,1,1.7,1.7,2.8,TB,TE,16,2019
40,Jimmy Graham,1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.8,CHI,TE,16,2019
41,Charles Clay,1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.0,,TE,16,2019
42,Ian Thomas,3,3,16,5.3,7,0,0,0,0,0,0,1,1.6,1.6,0.1,CAR,TE,16,2019
43,MyCole Pruitt,2,2,15,7.5,10,0,0,0,0,0,0,1,1.5,1.5,0.0,TEN,TE,16,2019
44,Blake Bell,2,3,15,7.5,10,0,0,0,0,0,0,1,1.5,1.5,0.2,KC,TE,16,2019
45,Benjamin Watson,3,3,15,5.0,7,0,0,0,0,0,0,1,1.5,1.5,2.8,,TE,16,2019
46,Clive Walford,1,2,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.0,,TE,16,2019
47,Jeremy Sprinkle,2,3,14,7.0,8,0,0,0,0,0,0,1,1.4,1.4,0.0,DAL,TE,16,2019
48,Blake Jarwin,1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,2.7,DAL,TE,16,2019
49,Jason Witten,2,3,14,7.0,8,0,0,0,0,0,0,1,1.4,1.4,0.1,,TE,16,2019
50,Jeff Heuerman,2,2,13,6.5,7,0,0,0,0,0,0,1,1.3,1.3,0.0,,TE,16,2019
51,J.P. Holtz,1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.0,CHI,TE,16,2019
52,Derek Carrier,2,2,12,6.0,6,0,0,0,0,0,0,1,1.2,1.2,0.0,LV,TE,16,2019
53,Jesse James,1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0,CHI,TE,16,2019
54,Eric Saubert,1,2,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0,DEN,TE,16,2019
55,Noah Fant,2,2,10,5.0,9,0,0,0,0,0,0,1,1.0,1.0,80.3,DEN,TE,16,2019
56,Hayden Hurst,1,3,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.9,ATL,TE,16,2019
57,Vance McDonald,3,6,9,3.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0,,TE,16,2019
58,Stephen Carlson,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0,CLE,TE,16,2019
59,Kyle Rudolph,1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.3,NYG,TE,16,2019
60,Andrew Beck,1,1,1,1.0,1,0,0,1,3,0,0,1,0.6,0.6,0.0,DEN,TE,16,2019
61,Irv Smith Jr.,2,3,4,2.0,5,0,0,0,0,0,0,1,0.4,0.4,7.3,MIN,TE,16,2019
62,Virgil Green,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0,,TE,16,2019
63,Marcedes Lewis,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.2,GB,TE,16,2019
72,Matthew Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,16,2019
108,Jordan Akins,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.3,HOU,TE,16,2019
114,Tyler Conklin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,40.5,MIN,TE,16,2019
118,Dalton Schultz,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,89.9,DAL,TE,16,2019
120,Troy Fumagalli,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NE,TE,16,2019
124,Isaac Nauta,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,GB,TE,16,2019
140,Jaeden Graham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ATL,TE,16,2019
186,Cethan Carter,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIA,TE,16,2019
187,Lee Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,16,2019
189,Luke Stocker,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIN,TE,16,2019
192,Lance Kendricks,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,16,2019
194,Levine Toilolo,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYG,TE,16,2019
195,Luke Willson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,16,2019
205,Clark Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,16,2019
212,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,16,2019
213,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SEA,TE,16,2019
214,Eric Tomlinson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,BAL,TE,16,2019
215,James Winchester,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,KC,TE,16,2019
216,Daniel Brown,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,16,2019
217,Beau Brinkley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,CHI,TE,16,2019
218,Darrell Daniels,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ARI,TE,16,2019
220,Gerald Everett,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,35.7,,TE,16,2019
222,Robert Tonyan,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,18.6,GB,TE,16,2019
224,Johnny Mundt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,16,2019
226,Anthony Firkser,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.7,TEN,TE,16,2019
229,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NO,TE,16,2019
230,Joshua Perkins,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,16,2019
236,Tyler Kroft,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,NYJ,TE,16,2019
237,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,JAC,TE,16,2019
238,Nick O'Leary,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,16,2019
241,Ben Koyack,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,16,2019
242,Josh Hill,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,16,2019
243,Scott Simonson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,16,2019
244,Kyle Nelson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,16,2019
1,Tyler Higbee,8,12,84,10.5,22,1,1,0,0,0,0,1,14.4,14.4,77.4,LAR,TE,17,2019
2,Dan Arnold,4,6,76,19.0,37,2,1,0,0,0,0,1,13.6,13.6,6.7,JAC,TE,17,2019
3,Joshua Perkins,4,6,50,12.5,24,1,1,0,0,0,0,1,11.0,11.0,0.0,,TE,17,2019
