rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
31,Jonnu Smith,3,5,18,6.0,7,0,0,0,0,0,0,1,1.8,1.8,22.7,NE,TE,9,2019
32,Jimmy Graham,4,4,17,4.3,7,0,0,0,0,0,0,1,1.7,1.7,0.8,CHI,TE,9,2019
33,Rhett Ellison,2,5,17,8.5,9,0,0,0,0,0,0,1,1.7,1.7,0.0,,TE,9,2019
34,Jeremy Sprinkle,1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.0,DAL,TE,9,2019
35,Eric Ebron,2,2,16,8.0,9,0,0,0,0,0,0,1,1.6,1.6,3.0,,TE,9,2019
36,Hayden Hurst,2,2,15,7.5,8,0,0,0,0,0,0,1,1.5,1.5,0.9,ATL,TE,9,2019
37,Dawson Knox,2,2,14,7.0,8,0,0,0,0,0,0,1,1.4,1.4,87.2,BUF,TE,9,2019
38,Logan Thomas,1,2,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,27.1,WAS,TE,9,2019
39,Tanner Hudson,1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0,SF,TE,9,2019
40,Maxx Williams,1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.4,ARI,TE,9,2019
41,Ricky Seals-Jones,2,2,12,6.0,7,0,0,0,0,0,0,1,1.2,1.2,10.8,WAS,TE,9,2019
42,Mo Alie-Cox,1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,2.2,IND,TE,9,2019
43,Antony Auclair,1,2,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0,HOU,TE,9,2019
44,Troy Fumagalli,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0,NE,TE,9,2019
45,Charles Clay,1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0,,TE,9,2019
46,Josh Oliver,1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0,BAL,TE,9,2019
47,Jesse James,1,2,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0,CHI,TE,9,2019
48,Blake Bell,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.2,KC,TE,9,2019
60,Matthew Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,9,2019
94,Stephen Carlson,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CLE,TE,9,2019
95,Durham Smythe,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,MIA,TE,9,2019
96,Dalton Schultz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,89.9,DAL,TE,9,2019
97,Ian Thomas,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,CAR,TE,9,2019
104,Tyler Conklin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,40.5,MIN,TE,9,2019
111,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,9,2019
115,Jace Sternberger,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,PIT,TE,9,2019
119,Andrew Beck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,DEN,TE,9,2019
122,Hale Hentges,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,9,2019
128,Deon Yelder,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ARI,TE,9,2019
135,Kaden Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYG,TE,9,2019
176,Lee Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,9,2019
177,Virgil Green,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,9,2019
183,Lance Kendricks,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,9,2019
185,Levine Toilolo,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYG,TE,9,2019
198,Marcedes Lewis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,GB,TE,9,2019
199,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,9,2019
204,Nick Vannett,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,NO,TE,9,2019
205,James Winchester,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,KC,TE,9,2019
207,Ben Braunecker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,9,2019
208,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SEA,TE,9,2019
209,Beau Brinkley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,CHI,TE,9,2019
211,Daniel Brown,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,9,2019
216,Darrell Daniels,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ARI,TE,9,2019
220,Anthony Firkser,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.7,TEN,TE,9,2019
221,J.P. Holtz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,9,2019
227,Trey Burton,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,9,2019
230,MyCole Pruitt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,TEN,TE,9,2019
231,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,JAC,TE,9,2019
234,Tyler Kroft,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,NYJ,TE,9,2019
235,Ben Koyack,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,9,2019
236,Cameron Brate,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.8,TB,TE,9,2019
237,Clive Walford,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,9,2019
238,Kyle Nelson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,9,2019
239,Adam Shaheen,0,1,0,0.0,0,0,0,0,0,0,1,1,-2.0,-2.0,0.0,MIA,TE,9,2019
1,Mark Andrews,6,8,53,8.8,19,0,2,0,0,0,0,1,17.3,17.3,99.9,BAL,TE,10,2019
2,Kyle Rudolph,4,5,14,3.5,7,0,2,0,0,0,0,1,15.4,15.4,0.3,NYG,TE,10,2019
3,Travis Kelce,7,7,75,10.7,17,0,1,0,0,0,0,1,13.5,13.5,100.0,KC,TE,10,2019
4,Jacob Hollister,8,10,62,7.8,13,0,1,0,0,0,0,1,12.2,12.2,0.0,JAC,TE,10,2019
5,O.J. Howard,4,7,47,11.8,26,1,1,0,0,0,0,1,10.7,10.7,1.2,TB,TE,10,2019
6,Jack Doyle,3,4,44,14.7,23,2,1,0,0,0,0,1,10.4,10.4,2.2,IND,TE,10,2019
7,Greg Olsen,8,10,98,12.3,18,0,0,0,0,0,0,1,9.8,9.8,7.0,,TE,10,2019
8,Anthony Firkser,3,4,36,12.0,20,1,1,0,0,0,0,1,9.6,9.6,3.7,TEN,TE,10,2019
9,Hunter Henry,4,7,30,7.5,13,0,1,0,0,0,0,1,9.0,9.0,65.9,NE,TE,10,2019
10,Tyler Eifert,2,4,20,10.0,14,0,1,0,0,0,0,1,8.0,8.0,0.0,,TE,10,2019
11,Ben Braunecker,1,1,18,18.0,18,0,1,0,0,0,0,1,7.8,7.8,0.0,,TE,10,2019
12,Nick Boyle,4,4,78,19.5,35,2,0,0,0,0,0,1,7.8,7.8,0.1,BAL,TE,10,2019
13,Austin Hooper,4,5,17,4.3,9,0,1,0,0,0,0,1,7.7,7.7,28.8,CLE,TE,10,2019
14,Jared Cook,6,10,74,12.3,22,1,0,0,0,0,0,1,7.4,7.4,50.2,LAC,TE,10,2019
15,Gerald Everett,8,12,68,8.5,17,0,0,0,0,0,0,1,6.8,6.8,35.7,,TE,10,2019
16,Jimmy Graham,2,3,59,29.5,48,1,0,0,0,0,0,1,5.9,5.9,0.8,CHI,TE,10,2019
17,Eric Ebron,5,12,56,11.2,23,1,0,0,0,0,0,1,5.6,5.6,3.0,,TE,10,2019
18,Dawson Knox,4,6,55,13.8,21,1,0,0,0,0,0,1,5.5,5.5,87.2,BUF,TE,10,2019
19,T.J. Hockenson,3,6,47,15.7,19,0,0,0,0,0,0,1,4.7,4.7,57.4,DET,TE,10,2019
20,Rhett Ellison,3,3,42,14.0,31,1,0,0,0,0,0,1,4.2,4.2,0.0,,TE,10,2019
21,Darren Waller,3,5,40,13.3,27,1,0,0,0,0,0,1,4.0,4.0,92.6,LV,TE,10,2019
22,Blake Jarwin,3,4,35,11.7,26,1,0,0,0,0,0,1,3.5,3.5,2.7,DAL,TE,10,2019
23,Irv Smith Jr.,5,6,34,6.8,9,0,0,0,0,0,0,1,3.4,3.4,7.3,MIN,TE,10,2019
24,Jonnu Smith,4,6,30,7.5,9,0,0,0,0,0,0,1,3.0,3.0,22.7,NE,TE,10,2019
25,Demetrius Harris,2,2,28,14.0,16,0,0,0,0,0,0,1,2.8,2.8,0.1,ARI,TE,10,2019
26,Ross Dwelley,3,7,24,8.0,10,0,0,0,0,0,0,1,2.4,2.4,0.1,SF,TE,10,2019
27,Tyler Higbee,3,4,22,7.3,12,0,0,0,0,0,0,1,2.2,2.2,77.4,LAR,TE,10,2019
28,Hayden Hurst,2,2,20,10.0,14,0,0,0,0,0,0,1,2.0,2.0,0.9,ATL,TE,10,2019
29,Logan Thomas,2,2,19,9.5,10,0,0,0,0,0,0,1,1.9,1.9,27.1,WAS,TE,10,2019
30,Trevon Wesco,1,1,15,15.0,15,0,0,1,2,0,0,1,1.7,1.7,0.0,NYJ,TE,10,2019
31,Jason Witten,2,5,17,8.5,9,0,0,0,0,0,0,1,1.7,1.7,0.1,,TE,10,2019
32,Maxx Williams,1,2,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.4,ARI,TE,10,2019
33,Vance McDonald,3,7,11,3.7,9,0,0,1,2,0,0,1,1.3,1.3,0.0,,TE,10,2019
34,Johnny Mundt,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0,LAR,TE,10,2019
35,Nick Vannett,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.1,NO,TE,10,2019
36,Clive Walford,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0,,TE,10,2019
37,Mike Gesicki,3,6,28,9.3,12,0,0,0,0,0,1,1,0.8,0.8,87.6,MIA,TE,10,2019
38,Chris Herndon IV,1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.2,MIN,TE,10,2019
39,Deon Yelder,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0,ARI,TE,10,2019
40,Charles Clay,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0,,TE,10,2019
41,Drew Sample,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.1,CIN,TE,10,2019
42,Kaden Smith,1,1,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.0,NYG,TE,10,2019
92,Dalton Schultz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,89.9,DAL,TE,10,2019
93,Ian Thomas,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,CAR,TE,10,2019
97,Durham Smythe,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,MIA,TE,10,2019
101,Tyler Conklin,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,40.5,MIN,TE,10,2019
102,Pharaoh Brown,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,HOU,TE,10,2019
107,Jace Sternberger,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,PIT,TE,10,2019
108,Foster Moreau,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,23.7,LV,TE,10,2019
120,Stephen Carlson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CLE,TE,10,2019
128,Tanner Hudson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SF,TE,10,2019
132,Jaeden Graham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ATL,TE,10,2019
170,Cethan Carter,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIA,TE,10,2019
171,Lee Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,10,2019
172,Virgil Green,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,10,2019
174,Luke Stocker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIN,TE,10,2019
178,Lance Kendricks,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,10,2019
181,Levine Toilolo,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYG,TE,10,2019
182,Luke Willson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,10,2019
185,Derek Carrier,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LV,TE,10,2019
186,Garrett Celek,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,10,2019
192,Clark Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,10,2019
196,Marcedes Lewis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,GB,TE,10,2019
198,Beau Brinkley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,CHI,TE,10,2019
199,James Winchester,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,KC,TE,10,2019
200,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SEA,TE,10,2019
201,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,10,2019
203,Jeff Driskel,1,1,6,6.0,6,0,0,5,37,0,0,1,0.0,0.0,0.0,HOU,TE,10,2019
206,Daniel Brown,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,10,2019
215,Mo Alie-Cox,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.2,IND,TE,10,2019
216,Darrell Daniels,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ARI,TE,10,2019
219,J.P. Holtz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,10,2019
221,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NO,TE,10,2019
223,Trey Burton,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,10,2019
227,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,JAC,TE,10,2019
228,Jesse James,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,10,2019
229,Tyler Kroft,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,NYJ,TE,10,2019
230,MyCole Pruitt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,TEN,TE,10,2019
231,Blake Bell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,KC,TE,10,2019
232,C.J. Uzomah,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,20.8,CIN,TE,10,2019
235,Kyle Nelson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,10,2019
236,Cameron Brate,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.8,TB,TE,10,2019
237,Josh Hill,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,10,2019
238,Ryan Griffin,1,1,-2,-2.0,0,0,0,0,0,0,0,1,-0.2,-0.2,0.6,NYJ,TE,10,2019
1,Ryan Griffin,5,5,109,21.8,45,2,1,0,0,0,0,1,16.9,16.9,0.6,NYJ,TE,11,2019
2,Travis Kelce,7,10,92,13.1,31,2,1,0,0,0,0,1,15.2,15.2,100.0,KC,TE,11,2019
3,Mark Andrews,4,4,75,18.8,51,1,1,0,0,0,0,1,13.5,13.5,99.9,BAL,TE,11,2019
4,Ross Dwelley,4,5,14,3.5,5,0,2,0,0,0,0,1,13.4,13.4,0.1,SF,TE,11,2019
5,Kyle Rudolph,5,5,67,13.4,32,1,1,0,0,0,0,1,12.7,12.7,0.3,NYG,TE,11,2019
6,Dallas Goedert,3,6,36,12.0,21,1,1,0,0,0,0,1,9.6,9.6,89.8,PHI,TE,11,2019
7,Zach Ertz,9,11,94,10.4,25,2,0,0,0,0,0,1,9.4,9.4,85.8,ARI,TE,11,2019
8,Jared Cook,2,2,33,16.5,30,1,1,0,0,0,0,1,9.3,9.3,50.2,LAC,TE,11,2019
9,Dawson Knox,2,3,32,16.0,23,1,1,0,0,0,0,1,9.2,9.2,87.2,BUF,TE,11,2019
10,Hunter Henry,6,9,69,11.5,16,0,0,0,0,0,0,1,8.9,8.9,65.9,NE,TE,11,2019
11,Daniel Brown,1,1,20,20.0,20,1,1,0,0,0,0,1,8.0,8.0,0.0,NYJ,TE,11,2019
12,Irv Smith Jr.,3,3,20,6.7,10,0,1,0,0,0,0,1,8.0,8.0,7.3,MIN,TE,11,2019
13,Jeremy Sprinkle,2,3,16,8.0,15,0,1,0,0,0,0,1,7.6,7.6,0.0,DAL,TE,11,2019
14,Darren Waller,5,7,78,15.6,32,2,0,1,-2,0,0,1,7.6,7.6,92.6,LV,TE,11,2019
15,Cameron Brate,10,14,73,7.3,12,0,0,0,0,0,0,1,7.3,7.3,2.8,TB,TE,11,2019
16,Foster Moreau,2,2,8,4.0,6,0,1,0,0,0,0,1,6.8,6.8,23.7,LV,TE,11,2019
17,Stephen Carlson,1,1,8,8.0,8,0,1,0,0,0,0,1,6.8,6.8,0.0,CLE,TE,11,2019
18,Troy Fumagalli,1,3,3,3.0,3,0,1,0,0,0,0,1,6.3,6.3,0.0,NE,TE,11,2019
19,Greg Olsen,5,5,57,11.4,26,1,0,0,0,0,0,1,5.7,5.7,7.0,,TE,11,2019
20,Noah Fant,4,10,60,15.0,31,1,0,2,-7,0,0,1,5.3,5.3,80.3,DEN,TE,11,2019
21,Benjamin Watson,3,4,52,17.3,22,1,0,0,0,0,0,1,5.2,5.2,2.8,,TE,11,2019
22,Blake Jarwin,2,2,38,19.0,23,1,0,0,0,0,0,1,3.8,3.8,2.7,DAL,TE,11,2019
23,Jason Witten,5,7,33,6.6,11,0,0,0,0,0,0,1,3.3,3.3,0.1,,TE,11,2019
24,Vance McDonald,3,7,33,11.0,22,1,0,0,0,0,0,1,3.3,3.3,0.0,,TE,11,2019
25,Tyler Conklin,2,3,28,14.0,20,1,0,0,0,0,0,1,2.8,2.8,40.5,MIN,TE,11,2019
26,Eric Ebron,4,4,27,6.8,14,0,0,0,0,0,0,1,2.7,2.7,3.0,,TE,11,2019
27,Jaeden Graham,2,2,23,11.5,12,0,0,0,0,0,0,1,2.3,2.3,0.0,ATL,TE,11,2019
28,Tyler Eifert,3,4,21,7.0,18,0,0,0,0,0,0,1,2.1,2.1,0.0,,TE,11,2019
29,Gerald Everett,1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,35.7,,TE,11,2019
30,Nick Boyle,2,3,20,10.0,13,0,0,0,0,0,0,1,2.0,2.0,0.1,BAL,TE,11,2019
31,Darren Fells,1,3,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,0.0,,TE,11,2019
32,Mike Gesicki,4,6,18,4.5,10,0,0,0,0,0,0,1,1.8,1.8,87.6,MIA,TE,11,2019
33,Hayden Hurst,2,2,16,8.0,12,0,0,0,0,0,0,1,1.6,1.6,0.9,ATL,TE,11,2019
34,Jordan Akins,1,2,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.3,HOU,TE,11,2019
35,Ben Koyack,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0,,TE,11,2019
36,Ben Braunecker,1,3,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0,,TE,11,2019
37,Virgil Green,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0,,TE,11,2019
38,Josh Hill,2,2,8,4.0,5,0,0,0,0,0,0,1,0.8,0.8,0.0,,TE,11,2019
39,Nick Vannett,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.1,NO,TE,11,2019
40,T.J. Hockenson,1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,57.4,DET,TE,11,2019
41,Tyler Kroft,1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.2,NYJ,TE,11,2019
42,Josh Oliver,1,2,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0,BAL,TE,11,2019
43,C.J. Uzomah,2,5,5,2.5,3,0,0,0,0,0,0,1,0.5,0.5,20.8,CIN,TE,11,2019
44,Darrell Daniels,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0,ARI,TE,11,2019
45,Matt LaCosse,2,2,3,1.5,7,0,0,0,0,0,0,1,0.3,0.3,0.0,,TE,11,2019
46,Dalton Schultz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,89.9,DAL,TE,11,2019
64,Matthew Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,11,2019
67,Pharaoh Brown,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,HOU,TE,11,2019
92,Ian Thomas,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,CAR,TE,11,2019
94,Tanner Hudson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SF,TE,11,2019
95,Deon Yelder,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ARI,TE,11,2019
99,Durham Smythe,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,MIA,TE,11,2019
110,Andrew Beck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,DEN,TE,11,2019
112,Hale Hentges,1,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,11,2019
129,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,11,2019
170,Cethan Carter,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIA,TE,11,2019
172,Lee Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,11,2019
173,Charles Clay,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,11,2019
174,Luke Stocker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIN,TE,11,2019
180,Levine Toilolo,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYG,TE,11,2019
181,Demetrius Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,ARI,TE,11,2019
182,Jack Doyle,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.2,IND,TE,11,2019
185,Derek Carrier,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LV,TE,11,2019
186,Garrett Celek,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,11,2019
193,Clark Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,11,2019
201,Jeff Driskel,0,0,0,0.0,0,0,0,8,51,1,0,1,0.0,0.0,0.0,HOU,TE,11,2019
202,Tyler Higbee,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,77.4,LAR,TE,11,2019
205,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,11,2019
206,James Winchester,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,KC,TE,11,2019
218,Mo Alie-Cox,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.2,IND,TE,11,2019
220,Ricky Seals-Jones,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,10.8,WAS,TE,11,2019
221,Johnny Mundt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,11,2019
222,O.J. Howard,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.2,TB,TE,11,2019
223,J.P. Holtz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,11,2019
225,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NO,TE,11,2019
227,Logan Thomas,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,27.1,WAS,TE,11,2019
228,Jordan Matthews,1,6,6,6.0,6,0,0,0,0,0,0,1,0.0,0.0,0.0,SF,TE,11,2019
231,Jesse James,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,11,2019
234,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,JAC,TE,11,2019
235,Clive Walford,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,11,2019
238,Maxx Williams,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.4,ARI,TE,11,2019
239,Kyle Nelson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,11,2019
1,George Kittle,6,6,129,21.5,61,3,1,0,0,0,0,1,18.9,18.9,99.7,SF,TE,12,2019
2,Jared Cook,6,8,99,16.5,21,3,1,0,0,0,0,1,15.9,15.9,50.2,LAC,TE,12,2019
3,Zach Ertz,12,14,91,7.6,12,0,1,0,0,0,0,1,15.1,15.1,85.8,ARI,TE,12,2019
4,Mike Gesicki,3,7,28,9.3,11,0,1,0,0,0,0,1,8.8,8.8,87.6,MIA,TE,12,2019
5,Logan Thomas,2,2,24,12.0,12,0,1,0,0,0,0,1,8.4,8.4,27.1,WAS,TE,12,2019
6,Kaden Smith,5,6,17,3.4,11,0,1,0,0,0,0,1,7.7,7.7,0.0,NYG,TE,12,2019
7,Ryan Griffin,3,3,13,4.3,12,0,1,0,0,0,0,1,7.3,7.3,0.6,NYJ,TE,12,2019
8,Jaeden Graham,1,2,53,53.0,53,1,0,0,0,0,0,1,5.3,5.3,0.0,ATL,TE,12,2019
9,Mark Andrews,2,3,45,22.5,38,1,0,0,0,0,0,1,4.5,4.5,99.9,BAL,TE,12,2019
10,Eric Ebron,4,5,44,11.0,14,0,0,0,0,0,0,1,4.4,4.4,3.0,,TE,12,2019
11,Greg Olsen,5,7,44,8.8,15,0,0,0,0,0,0,1,4.4,4.4,7.0,,TE,12,2019
12,Darren Waller,3,6,41,13.7,19,0,0,0,0,0,0,1,4.1,4.1,92.6,LV,TE,12,2019
