Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Saquon Barkley(NYG),27,142,5.3,23,1,2,2,3,10,5.0,1,0,1,33.2,33.2,97.6%
2,Ezekiel Elliott(DAL),23,122,5.3,23,1,1,7,8,79,11.3,0,0,1,26.1,26.1,99.7%
3,Phillip Lindsay(MIA),11,79,7.2,41,1,2,4,5,27,6.8,0,0,1,22.6,22.6,9.0%
4,Aaron Jones(GB),11,40,3.6,8,0,1,5,6,63,12.6,1,0,1,22.3,22.3,98.9%
5,Mark Ingram II(NO),16,103,6.4,38,1,2,0,0,0,0,0,0,1,22.3,22.3,39.1%
6,Leonard Fournette(TB),28,95,3.4,20,1,1,2,2,46,23.0,0,0,1,20.1,20.1,74.8%
7,Gus Edwards(BAL),17,115,6.8,17,0,1,0,0,0,0,0,0,1,19.5,19.5,9.6%
8,Adrian Peterson(SEA),16,51,3.2,9,0,2,0,0,0,0,0,0,1,17.1,17.1,4.9%
9,Kareem Hunt(CLE),14,70,5.0,27,1,0,3,4,41,13.7,1,0,1,17.1,17.1,82.1%
10,Peyton Barber(LV),18,106,5.9,28,1,1,2,2,4,2.0,0,0,1,17.0,17.0,1.2%
11,Alvin Kamara(NO),13,71,5.5,16,0,0,1,1,37,37.0,1,0,1,16.8,16.8,100.0%
12,Kerryon Johnson(FA),15,87,5.8,24,1,1,2,2,10,5.0,0,0,1,15.7,15.7,0.1%
13,Melvin Gordon III(DEN),18,69,3.8,20,1,0,6,6,87,14.5,0,0,1,15.6,15.6,87.8%
14,David Johnson(HOU),25,137,5.5,53,1,0,1,3,17,17.0,0,0,1,15.4,15.4,35.4%
15,Josh Adams(NO),7,53,7.6,28,1,1,3,6,19,6.3,0,0,1,13.2,13.2,0.0%
16,Marlon Mack(IND),16,61,3.8,9,0,1,1,2,8,8.0,0,0,1,12.9,12.9,1.6%
17,Chris Carson(SEA),17,83,4.9,15,0,1,0,0,0,0,0,1,1,12.3,12.3,31.7%
18,Joe Mixon(CIN),12,14,1.2,4,0,1,3,3,38,12.7,0,0,1,11.2,11.2,98.1%
19,Christian McCaffrey(CAR),13,53,4.1,10,0,0,6,8,57,9.5,0,0,1,11.0,11.0,47.2%
20,Lamar Miller(FA),20,86,4.3,21,1,0,3,5,22,7.3,0,0,1,10.8,10.8,0.0%
21,Todd Gurley II(FA),12,55,4.6,24,1,0,3,3,39,13.0,0,0,1,9.4,9.4,0.4%
22,Jalen Richard(FA),11,61,5.5,24,1,0,3,4,32,10.7,0,0,1,9.3,9.3,0.7%
23,Jordan Wilkins(FA),4,30,7.5,18,0,1,0,0,0,0,0,0,1,9.0,9.0,0.0%
24,Royce Freeman(HOU),7,23,3.3,7,0,1,1,1,7,7.0,0,0,1,9.0,9.0,5.2%
25,Tevin Coleman(NYJ),8,58,7.3,17,0,0,3,3,27,9.0,0,0,1,8.5,8.5,18.5%
26,Alex Collins(SEA),7,18,2.6,7,0,1,0,0,0,0,0,0,1,7.8,7.8,18.8%
27,Austin Ekeler(LAC),6,29,4.8,17,0,0,2,2,40,20.0,0,0,1,6.9,6.9,99.9%
28,Jordan Howard(PHI),18,63,3.5,8,0,0,1,1,2,2.0,0,0,1,6.5,6.5,18.7%
29,Doug Martin(FA),10,52,5.2,11,0,0,1,1,6,6.0,0,0,1,5.8,5.8,0.0%
30,Mike Davis(ATL),4,26,6.5,10,0,0,2,2,24,12.0,0,0,1,5.0,5.0,49.7%
31,James Conner(ARI),9,25,2.8,9,0,0,6,9,24,4.0,0,0,1,4.9,4.9,94.6%
32,Derrick Henry(TEN),9,46,5.1,16,0,0,0,0,0,0,0,0,1,4.6,4.6,78.0%
33,Rashaad Penny(SEA),8,46,5.8,30,1,0,0,0,0,0,0,0,1,4.6,4.6,78.9%
34,Alfred Blue(FA),8,46,5.8,16,0,0,0,0,0,0,0,0,1,4.6,4.6,0.0%
35,Carlos Hyde(JAC),8,44,5.5,11,0,0,0,0,0,0,0,0,1,4.4,4.4,6.9%
36,DeAndre Washington(FA),12,39,3.3,10,0,0,0,0,0,0,0,0,1,3.9,3.9,11.0%
37,Wayne Gallman Jr.(MIN),2,11,5.5,6,0,0,2,2,24,12.0,0,0,1,3.5,3.5,1.0%
38,Nyheim Hines(IND),5,14,2.8,8,0,0,1,3,20,20.0,0,0,1,3.4,3.4,44.8%
39,Dion Lewis(FA),10,24,2.4,11,0,0,1,2,8,8.0,0,0,1,3.2,3.2,2.0%
40,T.J. Yeldon(FA),5,23,4.6,6,0,0,2,3,9,4.5,0,0,1,3.2,3.2,0.0%
41,Theo Riddick(FA),1,0,0.0,0,0,0,5,7,30,6.0,0,0,1,3.0,3.0,0.0%
42,Tarik Cohen(CHI),7,27,3.9,21,1,0,3,4,23,7.7,0,1,1,3.0,3.0,3.0%
43,Giovani Bernard(TB),2,5,2.5,3,0,0,4,4,20,5.0,0,0,1,2.5,2.5,5.4%
44,Ito Smith(DAL),6,10,1.7,5,0,0,2,2,12,6.0,0,0,1,2.2,2.2,0.0%
45,Chase Edmonds(ARI),5,17,3.4,8,0,0,0,0,0,0,0,0,1,1.7,1.7,85.1%
46,Corey Clement(DAL),2,11,5.5,8,0,0,2,2,4,2.0,0,0,1,1.5,1.5,0.8%
47,Jacquizz Rodgers(FA),3,15,5.0,11,0,0,0,3,0,0,0,0,1,1.5,1.5,0.0%
48,Malcolm Brown(MIA),4,15,3.8,8,0,0,0,0,0,0,0,0,1,1.5,1.5,3.6%
49,Andy Janovich(CLE),0,0,0,0,0,0,1,2,12,12.0,0,0,1,1.2,1.2,0.1%
50,Ameer Abdullah(CAR),0,0,0,0,0,0,1,1,10,10.0,0,0,1,1.0,1.0,10.4%
51,Rod Smith(FA),1,0,0.0,0,0,0,2,2,8,4.0,0,0,1,0.8,0.8,0.0%
52,Kapri Bibbs(FA),1,0,0.0,0,0,0,2,3,6,3.0,0,0,1,0.6,0.6,0.1%
53,Latavius Murray(BAL),4,5,1.3,6,0,0,0,0,0,0,0,0,1,0.5,0.5,22.2%
54,Ty Montgomery(NO),0,5,0,5,0,0,0,0,0,0,0,0,1,0.5,0.5,0.6%
55,Byron Marshall(FA),2,5,2.5,4,0,0,0,1,0,0,0,0,1,0.5,0.5,0.1%
56,Jamaal Williams(DET),1,5,5.0,5,0,0,0,0,0,0,0,0,1,0.5,0.5,58.2%
57,Elijhaa Penny(NYG),0,0,0,0,0,0,2,2,4,2.0,0,0,1,0.4,0.4,0.1%
58,Devontae Booker(FA),0,0,0,0,0,0,1,1,4,4.0,0,0,1,0.4,0.4,23.3%
59,Javorius Allen(FA),1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.1%
60,LeGarrette Blount(FA),7,1,0.1,4,0,0,0,0,0,0,0,0,1,0.1,0.1,0.1%
61,Cameron Artis-Payne(FA),1,1,1.0,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0.0%
62,Nathan Cottrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,Pooka Williams Jr.(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,Jermar Jefferson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7%
65,Josh Hokit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,Gabe Nabers(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,Jonathan Ward(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
69,Ty'Son Williams(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2%
70,James Robinson(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3%
71,JaMycal Hasty(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2%
72,Antonio Gibson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.9%
73,Raymond Calais(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
74,Scottie Phillips(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,Patrick Taylor Jr.(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
76,Larry Rountree III(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
77,Rico Dowdle(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,Reggie Gilliam(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,Antonio Williams(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,Chuba Hubbard(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1%
81,Giovanni Ricci(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
82,Pete Guerriero(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
83,Sewo Olonilua(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
84,Jason Huntley(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
85,Deon Jackson(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
86,Sandro Platzgummer(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,Trey Ragas(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
88,Jaret Patterson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7%
89,Mekhi Sargent(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5%
90,Demetric Felton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
91,DeeJay Dallas(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3%
92,Adrian Killins Jr.(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
93,Dalyn Dawkins(DET),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
94,Johnny Stanton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
95,Dontrell Hilliard(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5%
96,Damien Harris(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8%
