Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Rob Gronkowski(TB),72,120,"1,176",16.3,76,22,11,0,0,0,0,15,183.6,12.2,97.7%
2,Gary Barnidge(FA),79,125,"1,043",13.2,40,16,9,0,0,0,0,16,158.3,9.9,0.1%
3,Jordan Reed(FA),87,114,952,10.9,32,14,11,0,0,0,2,14,157.2,11.2,19.0%
4,Greg Olsen(FA),77,124,"1,104",14.3,52,20,7,0,0,0,1,16,150.4,9.4,7.0%
5,Delanie Walker(FA),94,133,"1,088",11.6,61,13,6,1,36,0,0,15,150.4,10.0,0.1%
6,Tyler Eifert(FA),52,74,615,11.8,31,8,13,0,0,0,0,13,139.5,10.7,0.0%
7,Travis Kelce(KC),72,103,875,12.2,42,10,5,0,0,0,2,16,117.5,7.3,100.0%
8,Benjamin Watson(FA),74,110,825,11.1,46,13,6,0,0,0,1,16,116.5,7.3,2.8%
9,Richard Rodgers(PHI),58,85,510,8.8,61,6,8,1,11,0,0,16,102.1,6.4,0.0%
10,Zach Ertz(ARI),75,112,853,11.4,60,11,2,0,0,0,1,15,95.3,6.4,85.8%
11,Antonio Gates(FA),56,85,630,11.3,40,5,5,0,0,0,0,11,93.0,8.5,0.2%
12,Jason Witten(FA),77,104,713,9.3,35,4,3,0,0,0,1,16,87.2,5.5,0.1%
13,Eric Ebron(FA),47,70,537,11.4,55,5,5,0,0,0,0,14,83.7,6.0,3.0%
14,Kyle Rudolph(FA),49,73,495,10.1,47,4,5,0,0,0,0,16,79.5,5.0,0.3%
15,Julius Thomas(FA),46,80,455,9.9,34,5,5,0,0,0,0,12,75.5,6.3,0.0%
16,Zach Miller(FA),34,46,439,12.9,87,7,5,0,0,0,0,15,73.9,4.9,0.0%
17,Jimmy Graham(CHI),48,74,605,12.6,45,11,2,0,0,0,0,11,72.5,6.6,0.8%
18,Jacob Tamme(FA),59,81,657,11.1,41,7,1,0,0,0,0,15,71.7,4.8,0.0%
19,Ladarius Green(FA),37,63,429,11.6,31,5,4,0,0,0,0,13,70.9,5.5,0.0%
20,Charles Clay(FA),51,77,528,10.4,40,9,3,0,0,0,0,13,70.8,5.4,0.0%
21,Owen Daniels(FA),46,77,517,11.2,37,6,3,0,0,0,0,16,69.7,4.4,0.0%
22,Coby Fleener(FA),54,84,491,9.1,57,4,3,0,0,0,0,16,69.1,4.3,0.0%
23,Heath Miller(FA),60,81,535,8.9,27,5,2,1,2,0,0,15,67.7,4.5,0.0%
24,Crockett Gillmore(FA),33,47,412,12.5,46,5,4,0,0,0,0,10,65.2,6.5,0.0%
25,Will Tye(FA),42,62,464,11.0,45,5,3,0,0,0,1,13,62.4,4.8,0.0%
26,Martellus Bennett(FA),53,80,439,8.3,24,5,3,0,0,0,0,11,61.9,5.6,23.0%
27,Brent Celek(FA),27,35,398,14.7,60,6,3,0,0,0,0,16,57.8,3.6,0.0%
